"X","gene_name","gene_id","chromosome_RefSeq","start","stop","direction","direction_unique","log2FoldChange_LB_vs_PL","log2FoldChange_LB_vs_SB","log2FoldChange_PL_vs_SB","pvalue","padj","chrom"
1024,"LOC111975796",111975796,"NC_036856.1",8152988,8182000,"PL","PL",-0.484083348057046,-0.0352284574701329,0.448854890586913,3.80939085065678e-05,0.00265853973074834,"chr036856.1"
1025,"LOC111976109",111976109,"NC_036856.1",8708665,8730672,"LB","LB",0.369420441900684,0.408599159807285,0.0391787179066015,0.00112496191895034,0.0303382620713476,"chr036856.1"
1026,"LOC111976066",111976066,"NC_036856.1",9210111,9238469,"LB","LB",0.273989802303008,0.277087320715555,0.00309751841254631,0.00133262362440877,0.0341759939520489,"chr036856.1"
1031,"LOC111975306",111975306,"NC_036856.1",9969284,10005492,"LB","LB",0.497286181048062,0.415150954780501,-0.0821352262675609,0.0013522556715252,0.0345079214038967,"chr036856.1"
1033,"LOC111975606",111975606,"NC_036856.1",10635865,10663888,"ALL","SB",0.0616847864980749,0.199842021544136,0.138157235046061,0.000405826021128794,0.015783889617066,"chr036856.1"
1036,"LOC111975841",111975841,"NC_036856.1",11088245,11118998,"PL","PL",-3.68494329740634,-1.32873033849755,2.35621295890879,7.79505318526775e-06,0.000768093205923033,"chr036856.1"
1037,"LOC111975588",111975588,"NC_036856.1",12979655,13016818,"LB","LB",-1.03609320362811,-0.805376671324781,0.230716532303328,0.000169707491786257,0.00839238418285461,"chr036856.1"
1038,"LOC111976002",111976002,"NC_036856.1",13305068,13329215,"LB","LB",0.597255435213668,0.625581669129801,0.0283262339161323,3.2196170978297e-05,0.0023330473531901,"chr036856.1"
1039,"LOC111975932",111975932,"NC_036856.1",13592032,13672775,"LB","LB",-2.29186305927926,-1.73326272841112,0.558600330868139,3.25136125428003e-14,4.96582905413308e-11,"chr036856.1"
1040,"LOC111976012",111976012,"NC_036856.1",13693319,13720032,"ALL","PL",-0.399599005146676,-0.159314743458872,0.240284261687804,0.00151533740198093,0.0374105547160354,"chr036856.1"
1041,"LOC111975873",111975873,"NC_036856.1",15014338,15036316,"LB","LB",0.542209026509142,0.561050399581481,0.0188413730723383,0.000419874220997896,0.016124956785132,"chr036856.1"
1042,"LOC111976010",111976010,"NC_036856.1",15441222,15478989,"LB","LB",-0.619143738579785,-0.72111426111685,-0.101970522537064,0.00052927849499995,0.0188161584927914,"chr036856.1"
1043,"LOC111975708",111975708,"NC_036856.1",16751141,16789984,"LB","LB",-0.250167727017823,-0.230231024556268,0.0199367024615548,0.000717575657270494,0.0226887181915069,"chr036856.1"
1047,"LOC111976170",111976170,"NC_036856.1",17080937,17205071,"LB","LB",-0.425050997429458,-0.316050690372049,0.109000307057409,0.00228464211565055,0.0493328648246239,"chr036856.1"
1049,"znf692",111975870,"NC_036856.1",17225374,17250361,"PL","PL",-0.506684321579861,0.260777863094605,0.767462184674465,1.12962680414638e-05,0.00104807197179095,"chr036856.1"
1050,"LOC111975953",111975953,"NC_036856.1",18610044,18634297,"ALL","SB",0.330272160309368,0.752181048425293,0.421908888115925,4.023076984208e-05,0.0027496796392926,"chr036856.1"
1051,"LOC111976075",111976075,"NC_036856.1",20137092,20174764,"PL","PL",-0.834386251583066,-0.147032508269368,0.687353743313699,8.33371115284225e-06,0.000809123887235613,"chr036856.1"
1052,"LOC111975372",111975372,"NC_036856.1",22011415,22145778,"SB","SB",-0.0915289814816972,-0.318519719226106,-0.226990737744408,0.00214400685189235,0.0475121989487851,"chr036856.1"
1053,"LOC111975754",111975754,"NC_036856.1",23101086,23138100,"SB","SB",-0.0576799512858875,0.194731551008706,0.252411502294593,0.000826413999874933,0.0248049130272363,"chr036856.1"
1055,"LOC111976158",111976158,"NC_036856.1",23858945,23893720,"LB","LB",-2.14588276056641,-1.18853445303908,0.957348307527324,0.000160270057357206,0.00805610630082869,"chr036856.1"
1056,"LOC111976168",111976168,"NC_036856.1",24250019,24292392,"PL","PL",-0.693758788385003,-0.229671415679099,0.464087372705905,0.000139058506987868,0.00724673663056201,"chr036856.1"
1058,"LOC111975975",111975975,"NC_036856.1",24523022,24555376,"PL","PL",-1.04345152638011,-0.40861908113781,0.634832445242295,0.000596351917586032,0.0201689235717527,"chr036856.1"
1059,"LOC111975976",111975976,"NC_036856.1",24812959,24858618,"PL","PL",-0.545965546517618,-0.104405651219735,0.441559895297883,0.000877037029285406,0.0257934387557278,"chr036856.1"
1060,"LOC111975978",111975978,"NC_036856.1",25124186,25392586,"PL","PL",-0.269665994176252,0.00812763498402345,0.277793629160276,0.00044589217440713,0.0166726725477468,"chr036856.1"
1061,"LOC111975777",111975777,"NC_036856.1",26933801,26970012,"SB","SB",-0.0392320034022758,-0.712275621992641,-0.673043618590365,3.11205380847203e-08,7.97288107964028e-06,"chr036856.1"
1064,"LOC111975303",111975303,"NC_036856.1",26991546,27046531,"ALL","SB",-0.134484366067915,0.206723411156158,0.341207777224074,2.58490901513889e-05,0.00199701822940011,"chr036856.1"
1066,"LOC111976100",111976100,"NC_036856.1",28058435,28120570,"PL","PL",-0.754041142890718,-0.284435100764557,0.469606042126162,0.00113006520172313,0.0304030414366026,"chr036856.1"
1067,"LOC111975342",111975342,"NC_036856.1",28387655,28448518,"SB","SB",-0.0358393007832857,-0.380863405961706,-0.34502410517842,0.000949908619197763,0.0270983270605914,"chr036856.1"
1071,"LOC111975474",111975474,"NC_036856.1",33359834,33392633,"ALL","LB",0.439411935985706,0.233137903650355,-0.206274032335352,0.000786798975966317,0.0240152093279189,"chr036856.1"
1072,"LOC111975299",111975299,"NC_036856.1",36173139,36205650,"LB","LB",0.266347736650897,0.237877236457016,-0.028470500193881,3.98554348532665e-06,0.00045741598786798,"chr036856.1"
1075,"LOC111975277",111975277,"NC_036856.1",42213211,42244956,"LB","LB",-0.812936464903304,-0.752551611107568,0.0603848537957361,2.18075334990527e-06,0.000280251506552552,"chr036856.1"
1078,"LOC111976398",111976398,"NC_036857.1",567342,590549,"PL","PL",-0.69447485532692,0.200549089642525,0.895023944969444,0.000634636534780542,0.0209988050888463,"chr036857.1"
1079,"LOC111976275",111976275,"NC_036857.1",2029319,2055287,"LB","LB",-1.19411430793967,-0.764163688377915,0.429950619561757,1.95177649870219e-07,3.65589833789925e-05,"chr036857.1"
1080,"LOC111976918",111976918,"NC_036857.1",2732893,2755034,"ALL","LB",0.341873644218969,0.211924910959119,-0.129948733259851,0.00071050121461028,0.0225351463515768,"chr036857.1"
1081,"LOC111977207",111977207,"NC_036857.1",3120184,3151462,"LB","LB",0.632025113106487,0.422416708748383,-0.209608404358105,4.22171956745547e-05,0.00285595373123777,"chr036857.1"
1082,"LOC111977027",111977027,"NC_036857.1",3408806,3439903,"ALL","PL",-0.369187977698503,-0.145896409676582,0.223291568021921,0.00164544197417676,0.0395763178646633,"chr036857.1"
1083,"LOC111976710",111976710,"NC_036857.1",7129706,7178483,"LB","LB",0.358491365966181,0.278292066015296,-0.0801992999508853,0.00032600815298012,0.0132505463202053,"chr036857.1"
1087,"LOC111976747",111976747,"NC_036857.1",7165729,7227201,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121,"chr036857.1"
1093,"LOC111976605",111976605,"NC_036857.1",7505999,7532233,"PL","PL",-0.873872569766083,-0.373485970560929,0.500386599205154,0.000112962516851611,0.00615328058186212,"chr036857.1"
1095,"LOC111976600",111976600,"NC_036857.1",8178110,8204191,"PL","PL",0.569945008807787,-0.00692943240356281,-0.57687444121135,4.43861387967824e-06,0.000497902138875771,"chr036857.1"
1097,"LOC111976598",111976598,"NC_036857.1",8211216,8242171,"ALL","PL",0.432985094409316,-0.365475821761882,-0.798460916171198,1.6987293033256e-06,0.000231015550120067,"chr036857.1"
1099,"LOC111976684",111976684,"NC_036857.1",11544724,11589838,"ALL","PL",-0.547069982048395,-0.269034621322532,0.278035360725863,3.38027827662005e-05,0.0024317183037062,"chr036857.1"
1100,"LOC111977041",111977041,"NC_036857.1",11987870,12025710,"LB","LB",0.33349554099441,0.268216290936701,-0.0652792500577084,2.11129122155067e-05,0.00170059582977236,"chr036857.1"
1101,"LOC111976707",111976707,"NC_036857.1",12310335,12358458,"LB","LB",0.515828495292043,0.536182807635614,0.0203543123435706,0.0012639428957812,0.0328476259106489,"chr036857.1"
1103,"LOC111976615",111976615,"NC_036857.1",12789847,12815739,"LB","LB",0.304598470340601,0.205090633251683,-0.0995078370889185,0.000850195000745974,0.0253843935937012,"chr036857.1"
1104,"LOC111977197",111977197,"NC_036857.1",12864455,12889287,"LB","LB",0.239250733504525,0.199853510279399,-0.0393972232251264,0.00167721457114028,0.0400866977360678,"chr036857.1"
1105,"LOC111976552",111976552,"NC_036857.1",17615759,17636687,"ALL","SB",-0.463764059655923,-0.940726293734462,-0.476962234078539,2.7394458582305e-05,0.00206812538080481,"chr036857.1"
1106,"LOC111976914",111976914,"NC_036857.1",18089337,18123484,"LB","LB",-1.12814347138384,-0.864684064146903,0.263459407236935,0.000461445733417334,0.0171064966759646,"chr036857.1"
1107,"ctnnbl1",111976805,"NC_036857.1",19177378,19235076,"PL","PL",0.294202726769904,0.0883656716494842,-0.20583705512042,0.000626500654275049,0.0208186953818094,"chr036857.1"
1109,"rprd1b",111976723,"NC_036857.1",19270515,19294739,"ALL","PL",0.274762345473563,0.109387813333006,-0.165374532140557,0.00104206628594225,0.0286965688035832,"chr036857.1"
1110,"LOC111976246",111976246,"NC_036857.1",21382417,21413124,"PL","PL",0.542718397253086,0.17885683978888,-0.363861557464205,0.0010029158893361,0.0279858754443126,"chr036857.1"
1112,"LOC111977054",111977054,"NC_036857.1",21941149,21967958,"ALL","SB",-0.827367246555042,-1.70910456046557,-0.881737313910527,1.16427267555157e-07,2.42058994482475e-05,"chr036857.1"
1113,"LOC111977287",111977287,"NC_036857.1",22014000,22035823,"LB","LB",0.590873513981357,0.838581576385853,0.247708062404497,1.01420333554069e-08,2.93970908425698e-06,"chr036857.1"
1116,"LOC111977137",111977137,"NC_036857.1",22736341,22757288,"SB","SB",-0.00835259217893402,-1.45925825447957,-1.45090566230064,3.0262558642598e-06,0.000361965724005292,"chr036857.1"
1117,"LOC111976235",111976235,"NC_036857.1",23243326,23266635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07,"chr036857.1"
1126,"LOC111976956",111976956,"NC_036857.1",23895188,23945838,"ALL","LB",-0.759661175946795,-0.395111740408265,0.36454943553853,0.000220348566035465,0.0100114891959592,"chr036857.1"
1128,"agmat",111976417,"NC_036857.1",25271083,25298236,"LB","LB",0.896136553763272,1.0342236301615,0.138087076398231,0.000327959650789421,0.0133162349006625,"chr036857.1"
1129,"LOC111976634",111976634,"NC_036857.1",26890441,26915553,"ALL","LB",0.357012971967557,0.660155488673768,0.303142516706211,1.84455216784509e-08,4.94913287737354e-06,"chr036857.1"
1130,"pifo",111976308,"NC_036857.1",26895915,26918203,"SB","SB",0.160588521654838,0.564003743959845,0.403415222305007,0.000240378029981299,0.0106414844710784,"chr036857.1"
1131,"LOC111976633",111976633,"NC_036857.1",26980457,27002216,"SB","SB",-0.261356661420538,0.625294297168474,0.886650958589012,0.000552567124319605,0.0192985404632643,"chr036857.1"
1132,"LOC111976636",111976636,"NC_036857.1",27107157,27129989,"PL","PL",-2.22410501967262,-0.783405892340919,1.4406991273317,4.58386528396088e-05,0.00304899983963294,"chr036857.1"
1133,"LOC111976626",111976626,"NC_036857.1",27234847,27257965,"LB","LB",0.692489631499067,0.800654583544577,0.10816495204551,4.10253817236944e-14,5.43039302749301e-11,"chr036857.1"
1134,"LOC111977294",111977294,"NC_036857.1",27416008,27444020,"LB","LB",-0.430831800501361,-0.440203408674093,-0.00937160817273122,0.000163116111597723,0.00814898762155928,"chr036857.1"
1135,"LOC111976651",111976651,"NC_036857.1",28011416,28092627,"ALL","LB",-0.273741983679165,-0.152143194129305,0.121598789549861,0.00190006951418745,0.0435633720602678,"chr036857.1"
1139,"LOC111977295",111977295,"NC_036857.1",30765211,30791086,"LB","LB",0.475596727826684,0.355875853582124,-0.11972087424456,0.000379594912542946,0.0149385128416571,"chr036857.1"
1142,"LOC111977105",111977105,"NC_036857.1",31569204,31615502,"LB","LB",0.553260431711195,0.410230433997026,-0.143029997714168,1.21266677552717e-05,0.00111728532844974,"chr036857.1"
1144,"LOC111976323",111976323,"NC_036857.1",33251114,33272863,"PL","PL",1.33945874021486,0.494605423479957,-0.844853316734902,0.000220114373234652,0.0100114891959592,"chr036857.1"
1145,"LOC111976327",111976327,"NC_036857.1",33707317,33735210,"PL","PL",-1.1053379414066,-0.0373216289390438,1.06801631246756,0.000212103308040865,0.0097597014626915,"chr036857.1"
1146,"telo2",111976966,"NC_036857.1",36697989,36738877,"ALL","PL",0.258927672432512,0.110160528773255,-0.148767143659258,0.000555425983480263,0.0193813407768025,"chr036857.1"
1148,"tdrd1",111977204,"NC_036857.1",39587011,39683681,"ALL","LB",0.462446226526435,0.244537280889042,-0.217908945637393,0.000612464488105256,0.0205020405721368,"chr036857.1"
1152,"LOC111977089",111977089,"NC_036857.1",40545089,40576078,"LB","LB",-0.720744008553918,-0.425037173102921,0.295706835450998,0.00078617075074265,0.0240152093279189,"chr036857.1"
1153,"LOC111978777",111978777,"NC_036858.1",1301737,1343031,"ALL","PL",-0.323045714440661,-0.14883614816535,0.174209566275311,9.0862069403966e-05,0.00516832085093022,"chr036858.1"
1154,"LOC111978402",111978402,"NC_036858.1",1832264,1882462,"LB","LB",-1.29595647793414,-1.31890733440596,-0.0229508564718182,9.16911070306731e-08,1.95755583881077e-05,"chr036858.1"
1155,"LOC111977376",111977376,"NC_036858.1",1909309,1945605,"LB","LB",-4.89195782382473,-4.52849677285165,0.36346105097308,6.0373316512733e-10,2.6058960855659e-07,"chr036858.1"
1157,"htra1",111978652,"NC_036858.1",6968913,7022707,"PL","PL",-1.16905660996677,0.848109175842075,2.01716578580884,8.72847789088966e-08,1.88373835351755e-05,"chr036858.1"
1159,"LOC111978338",111978338,"NC_036858.1",9220498,9247352,"LB","LB",0.369673065920079,0.477706407480339,0.10803334156026,0.00215288584823984,0.0476539002416968,"chr036858.1"
1160,"LOC111977874",111977874,"NC_036858.1",10175897,10203130,"LB","LB",0.280830421938991,0.202116482725615,-0.0787139392133766,0.000253865229090173,0.01106584878943,"chr036858.1"
1161,"LOC111977417",111977417,"NC_036858.1",10677522,10713005,"LB","LB",-0.344254595161328,-0.492215957649756,-0.147961362488428,0.000136904736494576,0.00716269708326696,"chr036858.1"
1162,"LOC111977902",111977902,"NC_036858.1",11291229,11354026,"PL","PL",-0.260050286509128,0.0443825913417482,0.304432877850876,0.000193374843005594,0.00920733215318,"chr036858.1"
1165,"dnah3",111977613,"NC_036858.1",12588008,12660405,"PL","PL",1.11625798891059,-0.901085062937551,-2.01734305184814,9.96844555891833e-06,0.000942492793201541,"chr036858.1"
1166,"LOC111978671",111978671,"NC_036858.1",13988223,14013009,"PL","PL",-0.545577434971561,-0.20874829590369,0.336829139067872,0.0017771568232851,0.0415786028539356,"chr036858.1"
1167,"LOC111977350",111977350,"NC_036858.1",13994733,14030370,"ALL","LB",0.661378856555762,0.378919813299452,-0.28245904325631,0.000660386841262712,0.0216012862162622,"chr036858.1"
1170,"LOC111977788",111977788,"NC_036858.1",15082970,15155431,"LB","LB",-0.726009756215587,-0.423687459304128,0.30232229691146,0.000109779287549679,0.00602908993639659,"chr036858.1"
1174,"LOC111978492",111978492,"NC_036858.1",15394114,15443646,"SB","SB",0.206768227078973,0.823898334246477,0.617130107167504,4.83011116042322e-07,7.95866033943593e-05,"chr036858.1"
1177,"LOC111977560",111977560,"NC_036858.1",15435112,15470356,"SB","SB",0.222122154192099,-0.651843521467283,-0.873965675659382,0.00227334098570897,0.049226121949422,"chr036858.1"
1178,"LOC111978356",111978356,"NC_036858.1",15638210,15673045,"LB","LB",-0.318329332239002,-0.224477073802498,0.0938522584365037,2.17361758836267e-05,0.00173670733267367,"chr036858.1"
1179,"kcnh4",111977340,"NC_036858.1",16600435,16685709,"LB","LB",-1.20948045551981,-0.753644854235099,0.45583560128471,0.000568833289430167,0.0196688934784147,"chr036858.1"
1180,"LOC111977582",111977582,"NC_036858.1",17217618,17246073,"LB","LB",3.63143854917196,3.70834207448245,0.0769035253104886,1.75713392447847e-07,3.37156416637266e-05,"chr036858.1"
1181,"tctn3",111977390,"NC_036858.1",19792429,19835672,"LB","LB",0.264841851247355,0.21354449111886,-0.0512973601284952,0.000243416941558798,0.0107281761923417,"chr036858.1"
1182,"LOC111977562",111977562,"NC_036858.1",19989973,20088829,"SB","SB",0.0816007003859874,-0.511489749014353,-0.59309044940034,0.001222017776425,0.0321913587279614,"chr036858.1"
1184,"nif3l1",111978285,"NC_036858.1",20398878,20425051,"ALL","LB",0.375727405112227,0.195553941372566,-0.180173463739661,0.00127835787499696,0.0330923019661859,"chr036858.1"
1185,"LOC111978612",111978612,"NC_036858.1",22614816,22643402,"LB","LB",-0.578915080339982,-0.916680566611358,-0.337765486271376,0.00180918576375189,0.042062509764981,"chr036858.1"
1186,"LOC111977727",111977727,"NC_036858.1",22732557,22787009,"ALL","PL",0.228724221759213,0.10052903265395,-0.128195189105263,0.00161225516124164,0.0390463437344058,"chr036858.1"
1187,"LOC111978543",111978543,"NC_036858.1",26779014,26828328,"LB","LB",-0.338238034838776,-0.35739226766255,-0.0191542328237735,0.000878834616884908,0.0257934387557278,"chr036858.1"
1189,"pik3ap1",111978690,"NC_036858.1",27056086,27108385,"LB","LB",0.818509153724736,1.24946238498905,0.430953231264317,9.52148377271438e-13,8.59313910487473e-10,"chr036858.1"
1190,"LOC111977827",111977827,"NC_036858.1",28092727,28145246,"PL","PL",0.71281711572847,-0.048722044002302,-0.761539159730772,1.59913744136507e-07,3.15929093515458e-05,"chr036858.1"
1193,"LOC111977725",111977725,"NC_036858.1",28239858,28316638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467,"chr036858.1"
1199,"LOC111978048",111978048,"NC_036858.1",28391980,28423490,"LB","LB",0.538730081511822,0.652736036436957,0.114005954925135,0.0019171580758854,0.0438538866321481,"chr036858.1"
1202,"LOC111977864",111977864,"NC_036858.1",29715622,29751862,"ALL","PL",0.358714247883146,0.178165471533566,-0.18054877634958,0.000281186538064332,0.0119677571559857,"chr036858.1"
1203,"LOC111977677",111977677,"NC_036858.1",30795745,30819292,"PL","PL",-1.9617606112187,0.0418288474823171,2.00358945870102,3.00784742339814e-10,1.42192406170405e-07,"chr036858.1"
1204,"LOC111978722",111978722,"NC_036858.1",33284775,33320362,"ALL","LB",-0.659947559570078,-0.374698374162554,0.285249185407524,9.27361963461725e-10,3.84351100978619e-07,"chr036858.1"
1206,"LOC111977418",111977418,"NC_036858.1",33338402,33362240,"LB","LB",0.383932387577351,0.292192637943849,-0.0917397496335017,0.00170006233874132,0.040455996404359,"chr036858.1"
1209,"LOC111978570",111978570,"NC_036858.1",42560139,42683554,"SB","SB",-0.246104627721968,0.534075495267646,0.780180122989614,8.7917800396971e-05,0.00503384236656736,"chr036858.1"
1211,"LOC111978159",111978159,"NC_036858.1",43374414,43414083,"ALL","PL",0.17971010387632,0.0753834329465641,-0.104326670929756,3.91653006190584e-05,0.00270009390205349,"chr036858.1"
1214,"LOC111978687",111978687,"NC_036858.1",47892161,47926361,"ALL","PL",0.366132126186806,0.161736928609034,-0.204395197577772,0.000652232019258285,0.0213694878389609,"chr036858.1"
1215,"LOC111978664",111978664,"NC_036858.1",48168401,48232294,"PL","PL",-0.688316537342235,-0.165723230948709,0.522593306393525,0.00054149913155096,0.0190628816612488,"chr036858.1"
1216,"LOC111978604",111978604,"NC_036858.1",48489639,48517365,"LB","LB",0.562935509964973,0.447423124968415,-0.115512384996558,0.000147242979769182,0.00758228684675491,"chr036858.1"
1218,"LOC111977434",111977434,"NC_036858.1",48497998,48530665,"LB","LB",1.20997921210884,0.762879995035318,-0.447099217073522,2.06328145176421e-05,0.00167551955929564,"chr036858.1"
1219,"loxl4",111978580,"NC_036858.1",50697763,50781975,"PL","PL",-0.593564849619674,-0.192081243517483,0.401483606102191,0.000203347615319952,0.0095335700169484,"chr036858.1"
1220,"LOC111978076",111978076,"NC_036858.1",52299337,52324439,"PL","PL",-0.419187772620342,-0.0434228480595377,0.375764924560805,0.000279905247589598,0.0119275081635247,"chr036858.1"
1221,"LOC111978165",111978165,"NC_036858.1",53347598,53425922,"PL","PL",-0.548650784070032,-0.135582206901478,0.413068577168555,2.20809724295471e-09,8.19472350633006e-07,"chr036858.1"
1224,"LOC111977959",111977959,"NC_036858.1",53934057,54194821,"SB","SB",-0.308093132730098,0.673269691153156,0.981362823883255,1.26863252928772e-09,4.99747412586203e-07,"chr036858.1"
1225,"LOC111977457",111977457,"NC_036858.1",55368096,55430880,"PL","PL",1.52774650452692,-0.216838432898013,-1.74458493742493,1.8284321507376e-12,1.4521408141158e-09,"chr036858.1"
1228,"LOC111977456",111977456,"NC_036858.1",55486806,55538177,"PL","PL",0.765226447440432,0.325327831087311,-0.439898616353121,8.55408524000414e-05,0.0049300830897034,"chr036858.1"
1230,"LOC111977637",111977637,"NC_036858.1",57363033,57405382,"LB","LB",2.47714471762059,2.97207216661059,0.494927448989995,0.000187546503573574,0.00902293147738448,"chr036858.1"
1231,"LOC111977598",111977598,"NC_036858.1",58597431,58637099,"PL","PL",0.673476755572371,-0.144379208218007,-0.817855963790378,0.00122247718362543,0.0321913587279614,"chr036858.1"
1234,"LOC111978466",111978466,"NC_036858.1",58713522,58759144,"PL","PL",-0.446292241067543,0.126285878157291,0.572578119224834,5.73752538710684e-09,1.83739623485494e-06,"chr036858.1"
1238,"LOC111978369",111978369,"NC_036858.1",59200935,59222990,"PL","PL",1.61293157852732,0.243785785026427,-1.36914579350089,7.40119937921116e-05,0.00439314839085912,"chr036858.1"
1239,"LOC111978455",111978455,"NC_036858.1",60197454,60281232,"PL","PL",-0.576304102875068,-0.0563958359927599,0.519908266882308,0.000527392213321787,0.0187659003503658,"chr036858.1"
1246,"LOC111978596",111978596,"NC_036858.1",61736530,61759439,"ALL","PL",0.503202025088037,-0.476888937962265,-0.980090963050302,0.000330231809612433,0.0133811277139895,"chr036858.1"
1248,"LOC111977743",111977743,"NC_036858.1",62712422,62739128,"ALL","PL",-0.534844506919252,-0.255764538753025,0.279079968166228,2.9175079658118e-05,0.00218181245428223,"chr036858.1"
1251,"LOC111977540",111977540,"NC_036858.1",64120738,64148555,"LB","LB",2.72645465301293,3.06849046826682,0.342035815253881,0.000373831129724276,0.0147562963830527,"chr036858.1"
1252,"LOC111978236",111978236,"NC_036858.1",64178255,64211893,"LB","LB",-0.309264761843288,-0.213125076415276,0.0961396854280117,0.00199085442942236,0.0451813290161706,"chr036858.1"
1254,"LOC111977989",111977989,"NC_036858.1",64720554,64771007,"PL","PL",-1.44215013800864,-0.345998387568522,1.09615175044012,0.000400041662489859,0.0156047685829787,"chr036858.1"
1255,"LOC111978820",111978820,"NC_036858.1",65499391,65534947,"ALL","PL",0.305620643376451,-0.242348417017203,-0.547969060393654,2.95811879448495e-06,0.00035774350248136,"chr036858.1"
1256,"LOC111978673",111978673,"NC_036858.1",66189616,66215696,"ALL","LB",-0.472932185668549,-0.254549037423872,0.218383148244677,0.0015158293260665,0.0374105547160354,"chr036858.1"
1257,"LOC111978371",111978371,"NC_036858.1",70888130,70910534,"PL","PL",-0.593093147396589,0.330410034993673,0.923503182390262,0.00123979619541956,0.0324323497497435,"chr036858.1"
1258,"LOC111979690",111979690,"NC_036859.1",1158411,1184472,"PL","PL",2.43038350285335,0.173782920479383,-2.25660058237397,1.09768547679054e-41,2.17945451416761e-37,"chr036859.1"
1260,"LOC111979810",111979810,"NC_036859.1",3316371,3350112,"LB","LB",-0.532052797966664,-0.715544188397313,-0.183491390430649,0.000672819367844827,0.0217959634976641,"chr036859.1"
1261,"LOC111979458",111979458,"NC_036859.1",7137626,7174106,"LB","LB",-0.351316211964746,-0.35646195638384,-0.00514574441909403,0.000670632768179796,0.0217959634976641,"chr036859.1"
1263,"LOC111979804",111979804,"NC_036859.1",7859276,7894810,"SB","SB",0.136997914252188,0.379998764699889,0.243000850447701,0.00159028639767163,0.0386950201296205,"chr036859.1"
1268,"LOC111979295",111979295,"NC_036859.1",9654104,9682759,"PL","PL",0.360840353860211,0.117710710722999,-0.243129643137212,1.61279581595557e-05,0.00139896599841582,"chr036859.1"
1270,"LOC111979294",111979294,"NC_036859.1",9720882,9749788,"LB","LB",0.260993184755574,0.203461583087486,-0.0575316016680878,0.000671638607314208,0.0217959634976641,"chr036859.1"
1272,"LOC111979580",111979580,"NC_036859.1",10407245,10512461,"LB","LB",0.242967619086948,0.316366124701437,0.0733985056144891,0.000980840588025933,0.0276235317379502,"chr036859.1"
1273,"LOC111979597",111979597,"NC_036859.1",13020242,13136470,"PL","PL",-0.673232631553085,0.0317093687395587,0.704942000292644,0.00174256094414297,0.0409692688525267,"chr036859.1"
1274,"LOC111979021",111979021,"NC_036859.1",13433481,13460360,"ALL","SB",-0.521602824277932,0.534897628547932,1.05650045282586,0.00208244025595023,0.0466668750359953,"chr036859.1"
1275,"LOC111978874",111978874,"NC_036859.1",15449099,15481833,"SB","SB",-0.29071176893902,-1.48755669924798,-1.19684493030896,1.65337929577134e-07,3.21841626642549e-05,"chr036859.1"
1278,"LOC111978989",111978989,"NC_036859.1",17237690,17262440,"PL","PL",0.997329290965121,0.0742194765627859,-0.923109814402335,0.00149841353666194,0.0371423163762034,"chr036859.1"
1279,"LOC111979452",111979452,"NC_036859.1",17573267,17662654,"PL","PL",-0.387528145764234,0.0342049378140064,0.42173308357824,0.00077147231283966,0.0237114284387484,"chr036859.1"
1287,"LOC111979508",111979508,"NC_036859.1",19735538,19774381,"ALL","LB",-0.503197065990191,-0.271578490676308,0.231618575313883,0.000265879218942037,0.0114264759569137,"chr036859.1"
1290,"LOC111979421",111979421,"NC_036859.1",20691714,20751439,"LB","LB",-0.434455065921929,-0.335190847987692,0.0992642179342365,1.19615027896944e-05,0.00110505735528812,"chr036859.1"
1291,"olfml2b",111978876,"NC_036859.1",29357938,29383617,"SB","SB",-0.152540943073574,-0.548005719996573,-0.395464776922999,0.000382323885761644,0.0149874643132367,"chr036859.1"
1293,"LOC111979525",111979525,"NC_036859.1",29365629,29425947,"SB","SB",0.0405104244004471,0.314739240652647,0.2742288162522,0.00141074970746223,0.035501185604135,"chr036859.1"
1294,"LOC111978982",111978982,"NC_036859.1",29665314,29698913,"ALL","PL",-0.828493060796614,-0.376875989615373,0.451617071181241,0.00091439775599085,0.0264960949218305,"chr036859.1"
1295,"LOC111978887",111978887,"NC_036859.1",31323267,31367803,"PL","PL",0.342182806835419,-0.0849767948345189,-0.427159601669937,4.47788434924841e-12,3.11959276330973e-09,"chr036859.1"
1296,"LOC111979718",111979718,"NC_036859.1",33769386,33820200,"ALL","PL",0.352750764094714,0.168383203664045,-0.184367560430669,5.62704271833551e-05,0.00351889553299375,"chr036859.1"
1299,"LOC111979252",111979252,"NC_036859.1",33812315,33856533,"PL","PL",-0.37810893428116,-0.111907678540316,0.266201255740843,0.000647983031369008,0.0213008329268736,"chr036859.1"
1300,"LOC111979088",111979088,"NC_036859.1",35138627,35175475,"LB","LB",-2.8986393410155,-3.77624160648978,-0.877602265474274,2.94307319122108e-13,3.15863341684835e-10,"chr036859.1"
1301,"LOC111979089",111979089,"NC_036859.1",35160485,35181951,"LB","LB",-3.4262851347912,-3.83257963677284,-0.40629450198164,2.15497631944764e-15,4.27870548226329e-12,"chr036859.1"
