"","gene_name","gene_id","chromosome_RefSeq","start","stop","direction","direction_unique","log2FoldChange_LB_vs_PL","log2FoldChange_LB_vs_SB","log2FoldChange_PL_vs_SB","pvalue","padj"
"1061","LOC111975777",111975777,"NC_036856.1",26943801,26960012,"SB","SB",-0.0392320034022758,-0.712275621992641,-0.673043618590365,3.11205380847203e-08,7.97288107964028e-06
"1062","LOC111975777",111975777,"NC_036856.1",26943801,26960011,"SB","SB",-0.0392320034022758,-0.712275621992641,-0.673043618590365,3.11205380847203e-08,7.97288107964028e-06
"1063","LOC111975777",111975777,"NC_036856.1",26943801,26960011,"SB","SB",-0.0392320034022758,-0.712275621992641,-0.673043618590365,3.11205380847203e-08,7.97288107964028e-06
"1064","LOC111975303",111975303,"NC_036856.1",27001546,27036531,"ALL","SB",-0.134484366067915,0.206723411156158,0.341207777224074,2.58490901513889e-05,0.00199701822940011
"1065","LOC111975303",111975303,"NC_036856.1",27001546,27033556,"ALL","SB",-0.134484366067915,0.206723411156158,0.341207777224074,2.58490901513889e-05,0.00199701822940011
"1066","LOC111976100",111976100,"NC_036856.1",28068435,28110570,"PL","PL",-0.754041142890718,-0.284435100764557,0.469606042126162,0.00113006520172313,0.0304030414366026
"1067","LOC111975342",111975342,"NC_036856.1",28397655,28438518,"SB","SB",-0.0358393007832857,-0.380863405961706,-0.34502410517842,0.000949908619197763,0.0270983270605914
"1068","LOC111975342",111975342,"NC_036856.1",28397657,28438518,"SB","SB",-0.0358393007832857,-0.380863405961706,-0.34502410517842,0.000949908619197763,0.0270983270605914
"1069","LOC111975342",111975342,"NC_036856.1",28397657,28438518,"SB","SB",-0.0358393007832857,-0.380863405961706,-0.34502410517842,0.000949908619197763,0.0270983270605914
"1070","LOC111975342",111975342,"NC_036856.1",28416429,28438518,"SB","SB",-0.0358393007832857,-0.380863405961706,-0.34502410517842,0.000949908619197763,0.0270983270605914
"1071","LOC111975474",111975474,"NC_036856.1",33369834,33382633,"ALL","LB",0.439411935985706,0.233137903650355,-0.206274032335352,0.000786798975966317,0.0240152093279189
"1072","LOC111975299",111975299,"NC_036856.1",36183139,36195650,"LB","LB",0.266347736650897,0.237877236457016,-0.028470500193881,3.98554348532665e-06,0.00045741598786798
"1073","LOC111975299",111975299,"NC_036856.1",36183139,36195650,"LB","LB",0.266347736650897,0.237877236457016,-0.028470500193881,3.98554348532665e-06,0.00045741598786798
"1074","LOC111975299",111975299,"NC_036856.1",36183140,36195650,"LB","LB",0.266347736650897,0.237877236457016,-0.028470500193881,3.98554348532665e-06,0.00045741598786798
"1075","LOC111975277",111975277,"NC_036856.1",42223211,42234956,"LB","LB",-0.812936464903304,-0.752551611107568,0.0603848537957361,2.18075334990527e-06,0.000280251506552552
"1076","LOC111975277",111975277,"NC_036856.1",42223211,42234955,"LB","LB",-0.812936464903304,-0.752551611107568,0.0603848537957361,2.18075334990527e-06,0.000280251506552552
"1077","LOC111975277",111975277,"NC_036856.1",42223211,42234955,"LB","LB",-0.812936464903304,-0.752551611107568,0.0603848537957361,2.18075334990527e-06,0.000280251506552552
"1078","LOC111976398",111976398,"NC_036857.1",577342,580549,"PL","PL",-0.69447485532692,0.200549089642525,0.895023944969444,0.000634636534780542,0.0209988050888463
"1079","LOC111976275",111976275,"NC_036857.1",2039319,2045287,"LB","LB",-1.19411430793967,-0.764163688377915,0.429950619561757,1.95177649870219e-07,3.65589833789925e-05
"1080","LOC111976918",111976918,"NC_036857.1",2742893,2745034,"ALL","LB",0.341873644218969,0.211924910959119,-0.129948733259851,0.00071050121461028,0.0225351463515768
"1081","LOC111977207",111977207,"NC_036857.1",3130184,3141462,"LB","LB",0.632025113106487,0.422416708748383,-0.209608404358105,4.22171956745547e-05,0.00285595373123777
"1082","LOC111977027",111977027,"NC_036857.1",3418806,3429903,"ALL","PL",-0.369187977698503,-0.145896409676582,0.223291568021921,0.00164544197417676,0.0395763178646633
"1083","LOC111976710",111976710,"NC_036857.1",7139706,7168483,"LB","LB",0.358491365966181,0.278292066015296,-0.0801992999508853,0.00032600815298012,0.0132505463202053
"1084","LOC111976710",111976710,"NC_036857.1",7139706,7168482,"LB","LB",0.358491365966181,0.278292066015296,-0.0801992999508853,0.00032600815298012,0.0132505463202053
"1085","LOC111976710",111976710,"NC_036857.1",7139706,7168481,"LB","LB",0.358491365966181,0.278292066015296,-0.0801992999508853,0.00032600815298012,0.0132505463202053
"1086","LOC111976710",111976710,"NC_036857.1",7139706,7168481,"LB","LB",0.358491365966181,0.278292066015296,-0.0801992999508853,0.00032600815298012,0.0132505463202053
"1087","LOC111976747",111976747,"NC_036857.1",7175729,7217201,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1088","LOC111976747",111976747,"NC_036857.1",7175743,7230259,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1089","LOC111976747",111976747,"NC_036857.1",7175746,7229182,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1090","LOC111976747",111976747,"NC_036857.1",7175747,7229182,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1091","LOC111976747",111976747,"NC_036857.1",7178124,7229182,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1092","LOC111976747",111976747,"NC_036857.1",7178124,7229182,"ALL","SB",-0.239480595682897,0.268793131197761,0.508273726880659,0.000755233793610417,0.0234468800459121
"1093","LOC111976605",111976605,"NC_036857.1",7515999,7522233,"PL","PL",-0.873872569766083,-0.373485970560929,0.500386599205154,0.000112962516851611,0.00615328058186212
"1094","LOC111976605",111976605,"NC_036857.1",7516001,7522233,"PL","PL",-0.873872569766083,-0.373485970560929,0.500386599205154,0.000112962516851611,0.00615328058186212
"1095","LOC111976600",111976600,"NC_036857.1",8188110,8194191,"PL","PL",0.569945008807787,-0.00692943240356281,-0.57687444121135,4.43861387967824e-06,0.000497902138875771
"1096","LOC111976600",111976600,"NC_036857.1",8188119,8194191,"PL","PL",0.569945008807787,-0.00692943240356281,-0.57687444121135,4.43861387967824e-06,0.000497902138875771
"1097","LOC111976598",111976598,"NC_036857.1",8221216,8232171,"ALL","PL",0.432985094409316,-0.365475821761882,-0.798460916171198,1.6987293033256e-06,0.000231015550120067
"1098","LOC111976598",111976598,"NC_036857.1",8221216,8232168,"ALL","PL",0.432985094409316,-0.365475821761882,-0.798460916171198,1.6987293033256e-06,0.000231015550120067
"1099","LOC111976684",111976684,"NC_036857.1",11554724,11579838,"ALL","PL",-0.547069982048395,-0.269034621322532,0.278035360725863,3.38027827662005e-05,0.0024317183037062
"1100","LOC111977041",111977041,"NC_036857.1",11997870,12015710,"LB","LB",0.33349554099441,0.268216290936701,-0.0652792500577084,2.11129122155067e-05,0.00170059582977236
"1101","LOC111976707",111976707,"NC_036857.1",12320335,12348458,"LB","LB",0.515828495292043,0.536182807635614,0.0203543123435706,0.0012639428957812,0.0328476259106489
"1102","LOC111976707",111976707,"NC_036857.1",12320335,12330921,"LB","LB",0.515828495292043,0.536182807635614,0.0203543123435706,0.0012639428957812,0.0328476259106489
"1103","LOC111976615",111976615,"NC_036857.1",12799847,12805739,"LB","LB",0.304598470340601,0.205090633251683,-0.0995078370889185,0.000850195000745974,0.0253843935937012
"1104","LOC111977197",111977197,"NC_036857.1",12874455,12879287,"LB","LB",0.239250733504525,0.199853510279399,-0.0393972232251264,0.00167721457114028,0.0400866977360678
"1105","LOC111976552",111976552,"NC_036857.1",17625759,17626687,"ALL","SB",-0.463764059655923,-0.940726293734462,-0.476962234078539,2.7394458582305e-05,0.00206812538080481
"1106","LOC111976914",111976914,"NC_036857.1",18099337,18113484,"LB","LB",-1.12814347138384,-0.864684064146903,0.263459407236935,0.000461445733417334,0.0171064966759646
"1107","ctnnbl1",111976805,"NC_036857.1",19187378,19225076,"PL","PL",0.294202726769904,0.0883656716494842,-0.20583705512042,0.000626500654275049,0.0208186953818094
"1108","ctnnbl1",111976805,"NC_036857.1",19187378,19225076,"PL","PL",0.294202726769904,0.0883656716494842,-0.20583705512042,0.000626500654275049,0.0208186953818094
"1109","rprd1b",111976723,"NC_036857.1",19280515,19284739,"ALL","PL",0.274762345473563,0.109387813333006,-0.165374532140557,0.00104206628594225,0.0286965688035832
"1110","LOC111976246",111976246,"NC_036857.1",21392417,21403124,"PL","PL",0.542718397253086,0.17885683978888,-0.363861557464205,0.0010029158893361,0.0279858754443126
"1111","LOC111976246",111976246,"NC_036857.1",21392417,21403124,"PL","PL",0.542718397253086,0.17885683978888,-0.363861557464205,0.0010029158893361,0.0279858754443126
"1112","LOC111977054",111977054,"NC_036857.1",21951149,21957958,"ALL","SB",-0.827367246555042,-1.70910456046557,-0.881737313910527,1.16427267555157e-07,2.42058994482475e-05
"1113","LOC111977287",111977287,"NC_036857.1",22024000,22025823,"LB","LB",0.590873513981357,0.838581576385853,0.247708062404497,1.01420333554069e-08,2.93970908425698e-06
"1114","LOC111977287",111977287,"NC_036857.1",22024170,22031386,"LB","LB",0.590873513981357,0.838581576385853,0.247708062404497,1.01420333554069e-08,2.93970908425698e-06
"1115","LOC111977287",111977287,"NC_036857.1",22024170,22031364,"LB","LB",0.590873513981357,0.838581576385853,0.247708062404497,1.01420333554069e-08,2.93970908425698e-06
"1116","LOC111977137",111977137,"NC_036857.1",22746341,22747288,"SB","SB",-0.00835259217893402,-1.45925825447957,-1.45090566230064,3.0262558642598e-06,0.000361965724005292
"1117","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1118","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1119","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1120","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1121","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1122","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1123","LOC111976235",111976235,"NC_036857.1",23253326,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1124","LOC111976235",111976235,"NC_036857.1",23253332,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1125","LOC111976235",111976235,"NC_036857.1",23253334,23256635,"SB","SB",0.0890546571277289,0.640574198640134,0.551519541512405,2.98167927838876e-10,1.42192406170405e-07
"1126","LOC111976956",111976956,"NC_036857.1",23905188,23935838,"ALL","LB",-0.759661175946795,-0.395111740408265,0.36454943553853,0.000220348566035465,0.0100114891959592
"1127","LOC111976956",111976956,"NC_036857.1",23905189,23935838,"ALL","LB",-0.759661175946795,-0.395111740408265,0.36454943553853,0.000220348566035465,0.0100114891959592
"1128","agmat",111976417,"NC_036857.1",25281083,25288236,"LB","LB",0.896136553763272,1.0342236301615,0.138087076398231,0.000327959650789421,0.0133162349006625
"1129","LOC111976634",111976634,"NC_036857.1",26900441,26905553,"ALL","LB",0.357012971967557,0.660155488673768,0.303142516706211,1.84455216784509e-08,4.94913287737354e-06
"1130","pifo",111976308,"NC_036857.1",26905915,26908203,"SB","SB",0.160588521654838,0.564003743959845,0.403415222305007,0.000240378029981299,0.0106414844710784
"1131","LOC111976633",111976633,"NC_036857.1",26990457,26992216,"SB","SB",-0.261356661420538,0.625294297168474,0.886650958589012,0.000552567124319605,0.0192985404632643
"1132","LOC111976636",111976636,"NC_036857.1",27117157,27119989,"PL","PL",-2.22410501967262,-0.783405892340919,1.4406991273317,4.58386528396088e-05,0.00304899983963294
"1133","LOC111976626",111976626,"NC_036857.1",27244847,27247965,"LB","LB",0.692489631499067,0.800654583544577,0.10816495204551,4.10253817236944e-14,5.43039302749301e-11
"1134","LOC111977294",111977294,"NC_036857.1",27426008,27434020,"LB","LB",-0.430831800501361,-0.440203408674093,-0.00937160817273122,0.000163116111597723,0.00814898762155928
"1135","LOC111976651",111976651,"NC_036857.1",28021416,28082627,"ALL","LB",-0.273741983679165,-0.152143194129305,0.121598789549861,0.00190006951418745,0.0435633720602678
"1136","LOC111976651",111976651,"NC_036857.1",28021416,28082627,"ALL","LB",-0.273741983679165,-0.152143194129305,0.121598789549861,0.00190006951418745,0.0435633720602678
"1137","LOC111976651",111976651,"NC_036857.1",28021416,28082626,"ALL","LB",-0.273741983679165,-0.152143194129305,0.121598789549861,0.00190006951418745,0.0435633720602678
"1138","LOC111976651",111976651,"NC_036857.1",28021416,28082619,"ALL","LB",-0.273741983679165,-0.152143194129305,0.121598789549861,0.00190006951418745,0.0435633720602678
"1139","LOC111977295",111977295,"NC_036857.1",30775211,30781086,"LB","LB",0.475596727826684,0.355875853582124,-0.11972087424456,0.000379594912542946,0.0149385128416571
"1140","LOC111977295",111977295,"NC_036857.1",30775760,30781086,"LB","LB",0.475596727826684,0.355875853582124,-0.11972087424456,0.000379594912542946,0.0149385128416571
"1141","LOC111977295",111977295,"NC_036857.1",30775761,30781086,"LB","LB",0.475596727826684,0.355875853582124,-0.11972087424456,0.000379594912542946,0.0149385128416571
"1142","LOC111977105",111977105,"NC_036857.1",31579204,31605502,"LB","LB",0.553260431711195,0.410230433997026,-0.143029997714168,1.21266677552717e-05,0.00111728532844974
"1143","LOC111977105",111977105,"NC_036857.1",31579204,31605502,"LB","LB",0.553260431711195,0.410230433997026,-0.143029997714168,1.21266677552717e-05,0.00111728532844974
"1144","LOC111976323",111976323,"NC_036857.1",33261114,33262863,"PL","PL",1.33945874021486,0.494605423479957,-0.844853316734902,0.000220114373234652,0.0100114891959592
"1145","LOC111976327",111976327,"NC_036857.1",33717317,33725210,"PL","PL",-1.1053379414066,-0.0373216289390438,1.06801631246756,0.000212103308040865,0.0097597014626915
"1146","telo2",111976966,"NC_036857.1",36707989,36728877,"ALL","PL",0.258927672432512,0.110160528773255,-0.148767143659258,0.000555425983480263,0.0193813407768025
"1147","telo2",111976966,"NC_036857.1",36707989,36728877,"ALL","PL",0.258927672432512,0.110160528773255,-0.148767143659258,0.000555425983480263,0.0193813407768025
"1148","tdrd1",111977204,"NC_036857.1",39597011,39673681,"ALL","LB",0.462446226526435,0.244537280889042,-0.217908945637393,0.000612464488105256,0.0205020405721368
"1149","tdrd1",111977204,"NC_036857.1",39597011,39673681,"ALL","LB",0.462446226526435,0.244537280889042,-0.217908945637393,0.000612464488105256,0.0205020405721368
"1150","tdrd1",111977204,"NC_036857.1",39597011,39673681,"ALL","LB",0.462446226526435,0.244537280889042,-0.217908945637393,0.000612464488105256,0.0205020405721368
"1151","tdrd1",111977204,"NC_036857.1",39597011,39673681,"ALL","LB",0.462446226526435,0.244537280889042,-0.217908945637393,0.000612464488105256,0.0205020405721368
"1152","LOC111977089",111977089,"NC_036857.1",40555089,40566078,"LB","LB",-0.720744008553918,-0.425037173102921,0.295706835450998,0.00078617075074265,0.0240152093279189
"1153","LOC111978777",111978777,"NC_036858.1",1311737,1333031,"ALL","PL",-0.323045714440661,-0.14883614816535,0.174209566275311,9.0862069403966e-05,0.00516832085093022
"1154","LOC111978402",111978402,"NC_036858.1",1842264,1872462,"LB","LB",-1.29595647793414,-1.31890733440596,-0.0229508564718182,9.16911070306731e-08,1.95755583881077e-05
"1155","LOC111977376",111977376,"NC_036858.1",1919309,1935605,"LB","LB",-4.89195782382473,-4.52849677285165,0.36346105097308,6.0373316512733e-10,2.6058960855659e-07
"1156","LOC111977376",111977376,"NC_036858.1",1919309,1924852,"LB","LB",-4.89195782382473,-4.52849677285165,0.36346105097308,6.0373316512733e-10,2.6058960855659e-07
"1157","htra1",111978652,"NC_036858.1",6978913,7012707,"PL","PL",-1.16905660996677,0.848109175842075,2.01716578580884,8.72847789088966e-08,1.88373835351755e-05
"1158","htra1",111978652,"NC_036858.1",6978914,7012707,"PL","PL",-1.16905660996677,0.848109175842075,2.01716578580884,8.72847789088966e-08,1.88373835351755e-05
"1159","LOC111978338",111978338,"NC_036858.1",9230498,9237352,"LB","LB",0.369673065920079,0.477706407480339,0.10803334156026,0.00215288584823984,0.0476539002416968
"1160","LOC111977874",111977874,"NC_036858.1",10185897,10193130,"LB","LB",0.280830421938991,0.202116482725615,-0.0787139392133766,0.000253865229090173,0.01106584878943
"1161","LOC111977417",111977417,"NC_036858.1",10687522,10703005,"LB","LB",-0.344254595161328,-0.492215957649756,-0.147961362488428,0.000136904736494576,0.00716269708326696
"1162","LOC111977902",111977902,"NC_036858.1",11301229,11344026,"PL","PL",-0.260050286509128,0.0443825913417482,0.304432877850876,0.000193374843005594,0.00920733215318
"1163","LOC111977902",111977902,"NC_036858.1",11301229,11321755,"PL","PL",-0.260050286509128,0.0443825913417482,0.304432877850876,0.000193374843005594,0.00920733215318
"1164","LOC111977902",111977902,"NC_036858.1",11301229,11315511,"PL","PL",-0.260050286509128,0.0443825913417482,0.304432877850876,0.000193374843005594,0.00920733215318
"1165","dnah3",111977613,"NC_036858.1",12598008,12650405,"PL","PL",1.11625798891059,-0.901085062937551,-2.01734305184814,9.96844555891833e-06,0.000942492793201541
"1166","LOC111978671",111978671,"NC_036858.1",13998223,14003009,"PL","PL",-0.545577434971561,-0.20874829590369,0.336829139067872,0.0017771568232851,0.0415786028539356
"1167","LOC111977350",111977350,"NC_036858.1",14004733,14020370,"ALL","LB",0.661378856555762,0.378919813299452,-0.28245904325631,0.000660386841262712,0.0216012862162622
"1168","LOC111977350",111977350,"NC_036858.1",14004733,14012880,"ALL","LB",0.661378856555762,0.378919813299452,-0.28245904325631,0.000660386841262712,0.0216012862162622
"1169","LOC111977350",111977350,"NC_036858.1",14004733,14012880,"ALL","LB",0.661378856555762,0.378919813299452,-0.28245904325631,0.000660386841262712,0.0216012862162622
"1170","LOC111977788",111977788,"NC_036858.1",15092970,15145431,"LB","LB",-0.726009756215587,-0.423687459304128,0.30232229691146,0.000109779287549679,0.00602908993639659
"1171","LOC111977788",111977788,"NC_036858.1",15092970,15145430,"LB","LB",-0.726009756215587,-0.423687459304128,0.30232229691146,0.000109779287549679,0.00602908993639659
"1172","LOC111977788",111977788,"NC_036858.1",15092970,15145430,"LB","LB",-0.726009756215587,-0.423687459304128,0.30232229691146,0.000109779287549679,0.00602908993639659
"1173","LOC111977788",111977788,"NC_036858.1",15092970,15145429,"LB","LB",-0.726009756215587,-0.423687459304128,0.30232229691146,0.000109779287549679,0.00602908993639659
"1174","LOC111978492",111978492,"NC_036858.1",15404114,15433646,"SB","SB",0.206768227078973,0.823898334246477,0.617130107167504,4.83011116042322e-07,7.95866033943593e-05
"1175","LOC111978492",111978492,"NC_036858.1",15404114,15433646,"SB","SB",0.206768227078973,0.823898334246477,0.617130107167504,4.83011116042322e-07,7.95866033943593e-05
"1176","LOC111978492",111978492,"NC_036858.1",15404115,15433646,"SB","SB",0.206768227078973,0.823898334246477,0.617130107167504,4.83011116042322e-07,7.95866033943593e-05
"1177","LOC111977560",111977560,"NC_036858.1",15445112,15460356,"SB","SB",0.222122154192099,-0.651843521467283,-0.873965675659382,0.00227334098570897,0.049226121949422
"1178","LOC111978356",111978356,"NC_036858.1",15648210,15663045,"LB","LB",-0.318329332239002,-0.224477073802498,0.0938522584365037,2.17361758836267e-05,0.00173670733267367
"1179","kcnh4",111977340,"NC_036858.1",16610435,16675709,"LB","LB",-1.20948045551981,-0.753644854235099,0.45583560128471,0.000568833289430167,0.0196688934784147
"1180","LOC111977582",111977582,"NC_036858.1",17227618,17236073,"LB","LB",3.63143854917196,3.70834207448245,0.0769035253104886,1.75713392447847e-07,3.37156416637266e-05
"1181","tctn3",111977390,"NC_036858.1",19802429,19825672,"LB","LB",0.264841851247355,0.21354449111886,-0.0512973601284952,0.000243416941558798,0.0107281761923417
"1182","LOC111977562",111977562,"NC_036858.1",19999973,20078829,"SB","SB",0.0816007003859874,-0.511489749014353,-0.59309044940034,0.001222017776425,0.0321913587279614
"1183","LOC111977562",111977562,"NC_036858.1",19999973,20078539,"SB","SB",0.0816007003859874,-0.511489749014353,-0.59309044940034,0.001222017776425,0.0321913587279614
"1184","nif3l1",111978285,"NC_036858.1",20408878,20415051,"ALL","LB",0.375727405112227,0.195553941372566,-0.180173463739661,0.00127835787499696,0.0330923019661859
"1185","LOC111978612",111978612,"NC_036858.1",22624816,22633402,"LB","LB",-0.578915080339982,-0.916680566611358,-0.337765486271376,0.00180918576375189,0.042062509764981
"1186","LOC111977727",111977727,"NC_036858.1",22742557,22777009,"ALL","PL",0.228724221759213,0.10052903265395,-0.128195189105263,0.00161225516124164,0.0390463437344058
"1187","LOC111978543",111978543,"NC_036858.1",26789014,26818328,"LB","LB",-0.338238034838776,-0.35739226766255,-0.0191542328237735,0.000878834616884908,0.0257934387557278
"1188","LOC111978543",111978543,"NC_036858.1",26789900,26818328,"LB","LB",-0.338238034838776,-0.35739226766255,-0.0191542328237735,0.000878834616884908,0.0257934387557278
"1189","pik3ap1",111978690,"NC_036858.1",27066086,27098385,"LB","LB",0.818509153724736,1.24946238498905,0.430953231264317,9.52148377271438e-13,8.59313910487473e-10
"1190","LOC111977827",111977827,"NC_036858.1",28102727,28135246,"PL","PL",0.71281711572847,-0.048722044002302,-0.761539159730772,1.59913744136507e-07,3.15929093515458e-05
"1191","LOC111977827",111977827,"NC_036858.1",28102727,28135245,"PL","PL",0.71281711572847,-0.048722044002302,-0.761539159730772,1.59913744136507e-07,3.15929093515458e-05
"1192","LOC111977827",111977827,"NC_036858.1",28102727,28135105,"PL","PL",0.71281711572847,-0.048722044002302,-0.761539159730772,1.59913744136507e-07,3.15929093515458e-05
"1193","LOC111977725",111977725,"NC_036858.1",28249858,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1194","LOC111977725",111977725,"NC_036858.1",28249862,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1195","LOC111977725",111977725,"NC_036858.1",28249862,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1196","LOC111977725",111977725,"NC_036858.1",28249862,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1197","LOC111977725",111977725,"NC_036858.1",28249862,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1198","LOC111977725",111977725,"NC_036858.1",28251005,28306638,"PL","PL",-0.477467781604945,-0.0666135076939298,0.410854273911016,1.04513672045618e-05,0.00098346870069467
"1199","LOC111978048",111978048,"NC_036858.1",28401980,28413490,"LB","LB",0.538730081511822,0.652736036436957,0.114005954925135,0.0019171580758854,0.0438538866321481
"1200","LOC111978048",111978048,"NC_036858.1",28401980,28412149,"LB","LB",0.538730081511822,0.652736036436957,0.114005954925135,0.0019171580758854,0.0438538866321481
"1201","LOC111978048",111978048,"NC_036858.1",28401980,28412149,"LB","LB",0.538730081511822,0.652736036436957,0.114005954925135,0.0019171580758854,0.0438538866321481
"1202","LOC111977864",111977864,"NC_036858.1",29725622,29741862,"ALL","PL",0.358714247883146,0.178165471533566,-0.18054877634958,0.000281186538064332,0.0119677571559857
"1203","LOC111977677",111977677,"NC_036858.1",30805745,30809292,"PL","PL",-1.9617606112187,0.0418288474823171,2.00358945870102,3.00784742339814e-10,1.42192406170405e-07
"1204","LOC111978722",111978722,"NC_036858.1",33294775,33310362,"ALL","LB",-0.659947559570078,-0.374698374162554,0.285249185407524,9.27361963461725e-10,3.84351100978619e-07
"1205","LOC111978722",111978722,"NC_036858.1",33294775,33310356,"ALL","LB",-0.659947559570078,-0.374698374162554,0.285249185407524,9.27361963461725e-10,3.84351100978619e-07
"1206","LOC111977418",111977418,"NC_036858.1",33348402,33352240,"LB","LB",0.383932387577351,0.292192637943849,-0.0917397496335017,0.00170006233874132,0.040455996404359
"1207","LOC111977418",111977418,"NC_036858.1",33348402,33352240,"LB","LB",0.383932387577351,0.292192637943849,-0.0917397496335017,0.00170006233874132,0.040455996404359
"1208","LOC111977418",111977418,"NC_036858.1",33348402,33352240,"LB","LB",0.383932387577351,0.292192637943849,-0.0917397496335017,0.00170006233874132,0.040455996404359
"1209","LOC111978570",111978570,"NC_036858.1",42570139,42673554,"SB","SB",-0.246104627721968,0.534075495267646,0.780180122989614,8.7917800396971e-05,0.00503384236656736
"1210","LOC111978570",111978570,"NC_036858.1",42570139,42673209,"SB","SB",-0.246104627721968,0.534075495267646,0.780180122989614,8.7917800396971e-05,0.00503384236656736
"1211","LOC111978159",111978159,"NC_036858.1",43384414,43404083,"ALL","PL",0.17971010387632,0.0753834329465641,-0.104326670929756,3.91653006190584e-05,0.00270009390205349
"1212","LOC111978159",111978159,"NC_036858.1",43385369,43404083,"ALL","PL",0.17971010387632,0.0753834329465641,-0.104326670929756,3.91653006190584e-05,0.00270009390205349
"1213","LOC111978159",111978159,"NC_036858.1",43387741,43404083,"ALL","PL",0.17971010387632,0.0753834329465641,-0.104326670929756,3.91653006190584e-05,0.00270009390205349
"1214","LOC111978687",111978687,"NC_036858.1",47902161,47916361,"ALL","PL",0.366132126186806,0.161736928609034,-0.204395197577772,0.000652232019258285,0.0213694878389609
"1215","LOC111978664",111978664,"NC_036858.1",48178401,48222294,"PL","PL",-0.688316537342235,-0.165723230948709,0.522593306393525,0.00054149913155096,0.0190628816612488
"1216","LOC111978604",111978604,"NC_036858.1",48499639,48507365,"LB","LB",0.562935509964973,0.447423124968415,-0.115512384996558,0.000147242979769182,0.00758228684675491
"1217","LOC111978604",111978604,"NC_036858.1",48500204,48507368,"LB","LB",0.562935509964973,0.447423124968415,-0.115512384996558,0.000147242979769182,0.00758228684675491
"1218","LOC111977434",111977434,"NC_036858.1",48507998,48520665,"LB","LB",1.20997921210884,0.762879995035318,-0.447099217073522,2.06328145176421e-05,0.00167551955929564
"1219","loxl4",111978580,"NC_036858.1",50707763,50771975,"PL","PL",-0.593564849619674,-0.192081243517483,0.401483606102191,0.000203347615319952,0.0095335700169484
"1220","LOC111978076",111978076,"NC_036858.1",52309337,52314439,"PL","PL",-0.419187772620342,-0.0434228480595377,0.375764924560805,0.000279905247589598,0.0119275081635247
"1221","LOC111978165",111978165,"NC_036858.1",53357598,53415922,"PL","PL",-0.548650784070032,-0.135582206901478,0.413068577168555,2.20809724295471e-09,8.19472350633006e-07
"1222","LOC111978165",111978165,"NC_036858.1",53357598,53415922,"PL","PL",-0.548650784070032,-0.135582206901478,0.413068577168555,2.20809724295471e-09,8.19472350633006e-07
"1223","LOC111978165",111978165,"NC_036858.1",53357598,53415922,"PL","PL",-0.548650784070032,-0.135582206901478,0.413068577168555,2.20809724295471e-09,8.19472350633006e-07
"1224","LOC111977959",111977959,"NC_036858.1",53944057,54184821,"SB","SB",-0.308093132730098,0.673269691153156,0.981362823883255,1.26863252928772e-09,4.99747412586203e-07
"1225","LOC111977457",111977457,"NC_036858.1",55378096,55420880,"PL","PL",1.52774650452692,-0.216838432898013,-1.74458493742493,1.8284321507376e-12,1.4521408141158e-09
