"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue","chrom","start","temp","NW","NCBI","Morph_pvalue_corrected","Timepoint_pvalue_corrected","Sex_pvalue_corrected","MorphXTimepoint_pvalue_corrected","MorphXSex_pvalue_corrected","TimepointXSex_pvalue_corrected"
"chr036853.1_50965001",0.230846575808659,7.2102505974752e-21,0.778783163669536,0.334692267347036,0.204257834821505,0.0991158881907011,"chr036853.1",50965001,36853.1,"NC_","NC_036853.1",1,1.04022285369775e-16,1,1,1,1
"chr036853.1_50965018",0.409906444254676,7.86520625227397e-17,0.93414371625725,0.00286725339452506,0.287285060296526,0.0289108208246092,"chr036853.1",50965018,36853.1,"NC_","NC_036853.1",1,1.13471330601556e-12,1,1,1,1
"chr036853.1_50965019",0.088789390699285,3.69428385911549e-14,0.606172792415556,0.340161160454149,0.407473558284325,0.28832881299263,"chr036853.1",50965019,36853.1,"NC_","NC_036853.1",1,5.32974332354592e-10,1,1,1,1
"chr036853.1_50965024",0.966110945975019,1.92362157081034e-07,0.993390960538448,5.46629257827766e-05,0.527164481925689,0.00620018853107141,"chr036853.1",50965024,36853.1,"NC_","NC_036853.1",1,0.00277520884020808,1,0.788622030268118,1,1
"chr036853.1_50965025",0.477611414275052,9.21078909202996e-10,0.760593302723822,0.135060564294692,0.524124636724495,0.221821741668056,"chr036853.1",50965025,36853.1,"NC_","NC_036853.1",1,1.32884054230716e-05,1,1,1,1
"chr036853.1_50965032",0.674788737567993,2.29840551003337e-15,0.80403983079635,0.00042130849225227,0.137870430490271,0.0576800784083758,"chr036853.1",50965032,36853.1,"NC_","NC_036853.1",1,3.31590962932514e-11,1,1,1,1
"chr036853.1_50965033",0.179295057299888,3.16337425345639e-11,0.89009339003069,0.208601819448617,0.329783095381536,0.324441254779476,"chr036853.1",50965033,36853.1,"NC_","NC_036853.1",1,4.56380003546154e-07,1,1,1,1
"chr036853.1_50965039",0.319009587055119,1.74431769914264e-11,0.523774864367802,0.0150139960752863,0.140446642233923,0.271160320965321,"chr036853.1",50965039,36853.1,"NC_","NC_036853.1",1,2.51652714455309e-07,1,1,1,1
"chr036853.1_50965040",0.0290198172063235,3.15716318366592e-19,0.975913273690461,0.322118832490709,0.318912669738053,0.304346341094937,"chr036853.1",50965040,36853.1,"NC_","NC_036853.1",1,4.55483932507482e-15,1,1,1,1
"chr036853.1_50965053",0.107513443235394,6.27556222700704e-19,0.966036271301558,0.0797108112238695,0.0458374521876449,0.17150298763658,"chr036853.1",50965053,36853.1,"NC_","NC_036853.1",1,9.05375362490305e-15,1,1,1,1
"chr036853.1_50965054",1.27674116376186e-05,3.88314748767471e-36,0.754977499208511,0.184748995321257,0.063804449424441,0.663764930082573,"chr036853.1",50965054,36853.1,"NC_","NC_036853.1",0.184195447695924,5.6022168804683e-32,1,1,1,1
"chr036853.1_50965071",0.00687887750625759,1.53776863722894e-49,0.799230340749718,0.0125416221085713,0.243162718955955,0.209168356435861,"chr036853.1",50965071,36853.1,"NC_","NC_036853.1",1,2.21853881293019e-45,1,1,1,1
"chr036853.1_50965072",1.98798223493027e-10,2.90956424369072e-55,0.966853468522964,0.0578321522295743,0.241694409594754,0.987405358433822,"chr036853.1",50965072,36853.1,"NC_","NC_036853.1",2.8680619703339e-06,4.1976283343726e-51,1,1,1,1
"chr036853.1_50965078",0.0182413196969178,1.38512095410077e-24,0.204317970837349,0.184337026499106,0.0451119314649554,0.0527856069642512,"chr036853.1",50965078,36853.1,"NC_","NC_036853.1",1,1.99831400048119e-20,1,1,1,1
"chr036853.1_50965079",1.48112271731177e-05,1.5945641054678e-32,0.982701141750784,0.0308103665908389,0.311305756011877,0.83766330388459,"chr036853.1",50965079,36853.1,"NC_","NC_036853.1",0.213681574426569,2.30047763495839e-28,1,1,1,1
"chr036853.1_50965098",0.000658710480195944,3.95354339435065e-24,0.659596981551383,0.517411501294394,0.0794381271059767,0.306274516614232,"chr036853.1",50965098,36853.1,"NC_","NC_036853.1",1,5.70377705502969e-20,1,1,1,1
"chr036853.1_50965099",2.48033441598818e-14,1.93843462218959e-55,0.790661428289763,0.0646565131136391,0.218367655745773,0.803498133272509,"chr036853.1",50965099,36853.1,"NC_","NC_036853.1",3.57837846194615e-10,2.79657962943292e-51,1,1,1,1
"chr036853.1_50965107",4.38138984518243e-07,1.03086029974671e-37,0.26473051763663,0.822096203217033,0.114521607488845,0.299783774858274,"chr036853.1",50965107,36853.1,"NC_","NC_036853.1",0.00632103112964469,1.48722215444459e-33,1,1,1,1
"chr036853.1_50965108",2.15231239254071e-13,1.47686043121863e-49,0.936323410880519,0.269021417687767,0.486972750904177,0.888280455519607,"chr036853.1",50965108,36853.1,"NC_","NC_036853.1",3.10514108871849e-09,2.13066654411912e-45,1,1,1,1
"chr036853.1_50965121",3.48315681059197e-06,3.24498892065445e-34,0.746487926907743,0.616542407893486,0.13082177963876,0.292010027370959,"chr036853.1",50965121,36853.1,"NC_","NC_036853.1",0.0502515033064103,4.68154551582817e-30,1,1,1,1
"chr036853.1_50965122",2.67557653898281e-12,1.01920630882149e-40,0.780496043390988,0.32184272232634,0.350094340252842,0.822932001249805,"chr036853.1",50965122,36853.1,"NC_","NC_036853.1",3.8600542727905e-08,1.47040894173676e-36,1,1,1,1
"chr036853.1_50965139",2.5589423384837e-08,1.31078482328904e-23,0.754867802720816,0.248184743555297,0.0431250755633134,0.329680507180049,"chr036853.1",50965139,36853.1,"NC_","NC_036853.1",0.000369178611173043,1.89106926455909e-19,1,1,1,1
"chr036853.1_50967790",0.000209835329342419,1.15651262408562e-07,0.372996275933216,0.348797733398605,0.0220002657064563,0.769639871901026,"chr036853.1",50967790,36853.1,"NC_","NC_036853.1",1,0.00166850076276832,1,1,1,1
"chr036854.1_7163195",0.150027466643417,6.77129318059352e-09,0.357089645753603,0.317292662822004,0.302353162263386,0.597846209783779,"chr036854.1",7163195,36854.1,"NC_","NC_036854.1",1,9.76894467164227e-05,1,1,1,1
"chr036854.1_7163278",0.369922449388801,2.49388577057491e-06,0.462516948455813,0.766472381667732,0.103022657868609,0.510006953421125,"chr036854.1",7163278,36854.1,"NC_","NC_036854.1",1,0.0359792900120842,1,1,1,1
"chr036854.1_17100989",0.0156053324029537,2.45535487642775e-08,0.184800794391621,0.0378477129639112,0.173185927620155,0.854987939695383,"chr036854.1",17100989,36854.1,"NC_","NC_036854.1",1,0.000354234048022231,1,1,1,1
"chr036854.1_17101105",0.0105550126421139,3.26642843561875e-06,0.231059949009257,0.574248171991985,1.80127372932499e-06,0.335497071673607,"chr036854.1",17101105,36854.1,"NC_","NC_036854.1",1,0.0471247630406718,1,1,0.0259869760929716,1
"chr036854.1_18189847",0.154321130691264,1.10651979879242e-06,0.594656431571391,0.7641761160867,0.56096500170777,0.182364315264851,"chr036854.1",18189847,36854.1,"NC_","NC_036854.1",1,0.0159637611371783,1,1,1,1
"chr036854.1_23113590",0.0519972967690035,5.64669503515608e-07,0.792359432164249,0.925512416713692,0.948169301739314,0.889248878629663,"chr036854.1",23113590,36854.1,"NC_","NC_036854.1",1,0.00814648692721967,1,1,1,1
"chr036854.1_23678843",0.193629387181246,5.68186735077543e-08,0.630904117827771,0.877105580156579,0.557429336689999,0.798564661273104,"chr036854.1",23678843,36854.1,"NC_","NC_036854.1",1,0.000819723002696372,1,1,1,1
"chr036854.1_23679001",3.90780315918696e-05,3.75972894873083e-09,0.0359305698596019,0.351912499016954,0.178880306915608,0.889876227066361,"chr036854.1",23679001,36854.1,"NC_","NC_036854.1",0.563778761775903,5.42416095433396e-05,1,1,1,1
"chr036854.1_23679002",0.0283239213602499,1.16740642573824e-06,0.522954384248377,0.0746668977653008,0.568916600580197,0.726033005881988,"chr036854.1",23679002,36854.1,"NC_","NC_036854.1",1,0.0168421725041256,1,1,1,1
"chr036854.1_36693628",0.00547492276308652,2.08450046630117e-06,0.35217688529292,0.620655198762965,0.876435335104398,0.235008312475118,"chr036854.1",36693628,36854.1,"NC_","NC_036854.1",1,0.030073088227327,1,1,1,1
"chr036854.1_36693782",0.0238158639619041,1.11478868546307e-07,0.522361424712495,0.0301193433368099,0.589896818873959,0.991617539647994,"chr036854.1",36693782,36854.1,"NC_","NC_036854.1",1,0.00160830563651757,1,1,1,1
"chr036854.1_36694088",3.33805825085364e-06,1.62852452030732e-08,0.53025455394307,0.180064284611998,0.217503000735677,0.105652415889135,"chr036854.1",36694088,36854.1,"NC_","NC_036854.1",0.0481581663850654,0.000234947232544737,1,1,1,1
"chr036854.1_36694121",0.00145552852249122,1.51251608820166e-06,0.72168949157635,0.435862796715458,0.368591722341449,0.440173566804361,"chr036854.1",36694121,36854.1,"NC_","NC_036854.1",1,0.0218210696044853,1,1,1,1
"chr036854.1_53661777",0.000641270815837559,1.17249914516122e-28,0.541324478104057,0.00165591272524804,0.814958851197337,0.928856987680923,"chr036854.1",53661777,36854.1,"NC_","NC_036854.1",1,1.69156451672409e-24,1,1,1,1
"chr036854.1_53661778",0.0547395234656359,1.89721133341816e-18,0.911913180189659,0.0749462556758543,0.577131394338247,0.269370636266151,"chr036854.1",53661778,36854.1,"NC_","NC_036854.1",1,2.73710679072238e-14,1,1,1,1
"chr036855.1_9200430",0.0349318551687814,6.47012229190251e-07,0.347720635615438,0.0674801908450291,0.0965765802649175,0.0827174552168451,"chr036855.1",9200430,36855.1,"NC_","NC_036855.1",1,0.00933444543052775,1,1,1,1
"chr036855.1_9200471",0.0129735557244009,8.00863774016324e-07,0.663681528252404,0.177058127359216,1.12090379736459e-05,0.146092079753687,"chr036855.1",9200471,36855.1,"NC_","NC_036855.1",1,0.0115540616677335,1,1,0.16171279084579,1
"chr036855.1_12513662",0.000683690491660494,2.13295320328282e-10,0.936499295758743,0.584290138193045,0.964854390022785,0.572311987234911,"chr036855.1",12513662,36855.1,"NC_","NC_036855.1",1,3.07721158637613e-06,1,1,1,1
"chr036855.1_12513686",0.0178100272617092,6.34518384386886e-11,0.842683303018928,0.686439627966974,0.749988182858314,0.195877860851802,"chr036855.1",12513686,36855.1,"NC_","NC_036855.1",1,9.1541967315496e-07,1,1,1,1
"chr036855.1_12513723",1.06404267659337e-07,2.10122129977335e-16,0.343441923029892,0.824019756364325,0.131178667407215,0.0471598329390504,"chr036855.1",12513723,36855.1,"NC_","NC_036855.1",0.00153509436952126,3.03143196918301e-12,1,1,1,1
"chr036855.1_12513768",0.023485053419517,1.2021864338325e-10,0.738794367368867,0.0499586133466422,0.859113100419896,0.171573733643194,"chr036855.1",12513768,36855.1,"NC_","NC_036855.1",1,1.73439436809015e-06,1,1,1,1
"chr036855.1_12513782",0.0147562174246176,4.34215511727036e-08,0.689907414982263,0.863987332271893,0.794239745709595,0.980936500357608,"chr036855.1",12513782,36855.1,"NC_","NC_036855.1",1,0.000626442718768594,1,1,1,1
"chr036855.1_13045583",0.00272923430518365,1.93548104116866e-13,0.121410491705014,0.00223315111468294,0.194303682802913,0.452044205768964,"chr036855.1",13045583,36855.1,"NC_","NC_036855.1",1,2.79231849809402e-09,1,1,1,1
"chr036855.1_27937702",5.64976569140296e-08,1.09446916324639e-08,0.241723838757473,0.00145640390853723,8.2696207760076e-05,0.00237198132241378,"chr036855.1",27937702,36855.1,"NC_","NC_036855.1",0.000815091696298705,0.000157899066181557,1,1,1,1
"chr036855.1_37994593",0.0209760171796025,1.56437930299872e-12,0.519410109580979,0.583774841570932,0.299736710428525,0.361418245116229,"chr036855.1",37994593,36855.1,"NC_","NC_036855.1",1,2.25693002043625e-08,1,1,1,1
"chr036855.1_47404708",0.0974915028521334,1.44982866788081e-15,0.463396989036601,0.508854275935808,0.655380648442456,0.15074430666715,"chr036855.1",47404708,36855.1,"NC_","NC_036855.1",1,2.09166781915165e-11,1,1,1,1
"chr036855.1_59384147",0.00178353880027402,3.38929070363224e-09,0.497676369108781,0.101861286323302,0.901977075365612,0.856543921737684,"chr036855.1",59384147,36855.1,"NC_","NC_036855.1",1,4.88972969813024e-05,1,1,1,1
"chr036855.1_62847388",0.00518071139138243,1.13356371116084e-11,0.380749051753314,0.0694796939159722,0.37402087409483,7.01305795204643e-06,"chr036855.1",62847388,36855.1,"NC_","NC_036855.1",1,1.63539236609175e-07,1,1,1,0.101177387074174
"chr036855.1_62847434",0.183071003843768,2.46139070135045e-08,0.458525111417852,0.91433312357556,0.347671388342298,0.661861377386316,"chr036855.1",62847434,36855.1,"NC_","NC_036855.1",1,0.000355104836483829,1,1,1,1
"chr036855.1_63094229",0.0516457536082145,1.30590664638598e-07,0.977207871613499,0.330289718867187,0.00557553435820566,0.146168813914549,"chr036855.1",63094229,36855.1,"NC_","NC_036855.1",1,0.00188403151874105,1,1,1,1
"chr036856.1_20397054",0.0777338439696065,7.50387229206338e-07,0.351566962425623,0.32048025085156,0.0875760724015285,0.280072479293896,"chr036856.1",20397054,36856.1,"NC_","NC_036856.1",1,0.0108258365557598,1,1,1,1
"chr036856.1_22105326",0.00387412830531729,6.88897029969288e-07,0.147301736296869,0.117889621690159,0.678367289621882,0.377785516057864,"chr036856.1",22105326,36856.1,"NC_","NC_036856.1",1,0.00993871745136692,1,1,1,1
"chr036856.1_26748611",4.09641376888774e-08,4.07023581996884e-15,0.000989004486613691,0.592828839212657,0.137576077950315,0.459573709507531,"chr036856.1",26748611,36856.1,"NC_","NC_036856.1",0.000590989614437434,5.87212921746904e-11,1,1,1,1
"chr036856.1_26748621",7.42784396605996e-09,1.27186241974117e-12,0.0594481897164191,0.384847246476093,0.000400519402182562,0.896965902473038,"chr036856.1",26748621,36856.1,"NC_","NC_036856.1",0.000107161504898347,1.83491591296059e-08,1,1,1,1
"chr036856.1_26748730",0.0588665997521874,2.58691640913184e-06,0.458757689816644,0.452118462784037,0.48097775387029,0.782863478919205,"chr036856.1",26748730,36856.1,"NC_","NC_036856.1",1,0.0373214430345451,1,1,1,1
"chr036856.1_30771428",0.00100328161355397,2.47818400174729e-12,0.565659893256278,0.0180521523546919,0.55198554526918,0.101688408279439,"chr036856.1",30771428,36856.1,"NC_","NC_036856.1",1,3.57527605932082e-08,1,1,1,1
"chr036856.1_30771471",1.26228993384923e-06,2.84571742046796e-07,0.156558782886813,0.302732064651285,0.138645719026295,0.431543248620895,"chr036856.1",30771471,36856.1,"NC_","NC_036856.1",0.0182110568756429,0.00410551652250912,1,1,1,1
"chr036856.1_37257443",0.000329459324428845,4.31569077701328e-08,0.968615561708567,0.533899445205155,0.947171493025319,0.0120300567083062,"chr036856.1",37257443,36856.1,"NC_","NC_036856.1",1,0.000622624708399706,1,1,1,1
"chr036856.1_37257483",0.0189832598077406,1.08549389604816e-07,0.464667772289953,0.839121914207449,0.687659345472223,0.297172773329575,"chr036856.1",37257483,36856.1,"NC_","NC_036856.1",1,0.00156604204382869,1,1,1,1
"chr036857.1_6451574",2.78583133452891e-07,2.03110571523538e-11,0.641838114348742,0.0939449330360643,0.251537781538712,0.483423018660723,"chr036857.1",6451574,36857.1,"NC_","NC_036857.1",0.00401911886632486,2.93027621537008e-07,1,1,1,1
"chr036857.1_6451640",0.034535777597344,4.28602810491421e-11,0.653222137375522,0.698987071987424,0.705747054981973,0.248499712036515,"chr036857.1",6451640,36857.1,"NC_","NC_036857.1",1,6.18345274695973e-07,1,1,1,1
"chr036857.1_6451700",0.0758979257008092,1.31215432127917e-06,0.370546326507774,0.563853069307158,0.230748884255202,0.168466960255973,"chr036857.1",6451700,36857.1,"NC_","NC_036857.1",1,0.0189304503930946,1,1,1,1
"chr036857.1_9402550",0.334435759444175,1.04371227402269e-14,0.755597300813716,0.746398048625094,0.513874460551986,0.543181155857659,"chr036857.1",9402550,36857.1,"NC_","NC_036857.1",1,1.50576369773254e-10,1,1,1,1
"chr036857.1_9402569",0.392594713148759,3.87384343029421e-10,0.106894212853177,0.00076754852842867,0.177105330413302,0.213284779430682,"chr036857.1",9402569,36857.1,"NC_","NC_036857.1",1,5.58879391688545e-06,1,1,1,1
"chr036857.1_9402647",0.15081410918425,8.65478924388322e-15,0.0125177620935976,0.00083287729707902,0.265357568067068,0.00478266545107978,"chr036857.1",9402647,36857.1,"NC_","NC_036857.1",1,1.24862644421503e-10,1,1,1,1
"chr036857.1_11297705",0.00102321447469874,1.29026106592865e-14,0.0348714725913621,0.520247857749176,0.952304687646166,0.785288084895514,"chr036857.1",11297705,36857.1,"NC_","NC_036857.1",1,1.86145963981526e-10,1,1,1,1
"chr036857.1_12868842",0.994453702172514,1.72332060361175e-09,0.614910854252119,0.0837071470692262,0.110704278805839,0.480551616190912,"chr036857.1",12868842,36857.1,"NC_","NC_036857.1",1,2.48623463483067e-05,1,1,1,1
"chr036857.1_13725208",0.131043607871678,1.46254352458027e-08,0.00914233283121647,0.700284291246455,0.0940202347033622,0.739189417440921,"chr036857.1",13725208,36857.1,"NC_","NC_036857.1",1,0.000211001154291195,1,1,1,1
"chr036857.1_17675139",0.029812442924922,1.24758499802529e-07,0.0622168570160089,0.00835377545068579,0.00849714396399796,0.298103208249524,"chr036857.1",17675139,36857.1,"NC_","NC_036857.1",1,0.00179989087665108,1,1,1,1
"chr036857.1_19336670",0.413566127524845,8.97298381761275e-14,0.880909897515235,0.00563696046562961,0.158322223563472,0.304481599371939,"chr036857.1",19336670,36857.1,"NC_","NC_036857.1",1,1.29453237536699e-09,1,1,1,1
"chr036857.1_19336760",0.0979239344341882,2.16776152511636e-09,0.0361149656020423,0.134824591780383,0.39011073059781,0.447253650503987,"chr036857.1",19336760,36857.1,"NC_","NC_036857.1",1,3.12742955228537e-05,1,1,1,1
"chr036857.1_25324540",0.00260449363350267,1.59355052464138e-14,0.655493703152836,0.214809861391901,0.993261615635721,0.327907596736618,"chr036857.1",25324540,36857.1,"NC_","NC_036857.1",1,2.29901534190011e-10,1,1,1,1
"chr036857.1_27348619",0.00965958278906829,1.87748409740174e-07,0.400861359124073,0.569283925558179,0.296131193594086,0.284319950131372,"chr036857.1",27348619,36857.1,"NC_","NC_036857.1",1,0.0027086463073215,1,1,1,1
"chr036857.1_27348737",3.44877880953731e-09,3.93704477693719e-39,0.650742958119998,0.277220770562823,0.00284299470286707,8.47114254320092e-06,"chr036857.1",27348737,36857.1,"NC_","NC_036857.1",4.97555318851948e-05,5.67997449968728e-35,1,1,1,0.12221317347076
"chr036857.1_27348740",0.00794021091112151,4.60264030949251e-09,0.0408500211104628,0.118690808080691,0.871195837893438,0.0470651323154392,"chr036857.1",27348740,36857.1,"NC_","NC_036857.1",1,6.64022917450485e-05,1,1,1,1
"chr036857.1_33773720",0.0132397858877237,1.33998995139847e-07,0.00138905201580731,3.10987798471e-05,0.296154115384607,0.0402697278258765,"chr036857.1",33773720,36857.1,"NC_","NC_036857.1",1,0.00193320350288257,1,0.448662096854112,1,1
"chr036857.1_38431324",1.14788023771817e-06,9.06399951114457e-07,0.659215280299435,0.542296753107828,0.086453401497435,0.584366602214472,"chr036857.1",38431324,36857.1,"NC_","NC_036857.1",0.0165604681895601,0.0130766320947283,1,1,1,1
"chr036857.1_38431370",2.34463714656219e-06,1.51815058258828e-06,0.597208455441696,0.850759233091613,0.352757156316683,0.634590393950771,"chr036857.1",38431370,36857.1,"NC_","NC_036857.1",0.0338260801134527,0.0219023584550011,1,1,1,1
"chr036857.1_38431407",4.15311703748196e-25,2.31229940533652e-20,0.625343211959389,0.0378967907626819,0.00634096069460143,0.964882382316608,"chr036857.1",38431407,36857.1,"NC_","NC_036857.1",5.99170194997522e-21,3.335954352079e-16,1,1,1,1
"chr036857.1_38431446",2.48194505630816e-12,3.87301490229464e-17,0.635680039004853,0.796179726274736,0.156641955138019,0.407628091285013,"chr036857.1",38431446,36857.1,"NC_","NC_036857.1",3.58070213273578e-08,5.58759859954048e-13,1,1,1,1
"chr036857.1_39004019",0.959210796247877,3.14958168398329e-06,0.104258580646974,0.830371955746519,0.687394207338587,0.270975811225675,"chr036857.1",39004019,36857.1,"NC_","NC_036857.1",1,0.0454390149548269,1,1,1,1
"chr036857.1_39239591",0.0252570988348243,3.08297890190081e-14,0.000617405580786283,0.439104176438747,0.123674551925599,0.000738126890783866,"chr036857.1",39239591,36857.1,"NC_","NC_036857.1",1,4.4478136617723e-10,1,1,1,1
"chr036857.1_41767447",0.0979861410484297,1.39990576911051e-11,0.652223744334735,0.0105684189773643,0.0171054210220759,0.88647963159876,"chr036857.1",41767447,36857.1,"NC_","NC_036857.1",1,2.01964405309574e-07,1,1,1,1
"chr036857.1_41767846",0.0163016440920251,6.082207112296e-07,0.0477061372588007,0.334673915906863,0.27037891891389,0.230807194088014,"chr036857.1",41767846,36857.1,"NC_","NC_036857.1",1,0.00877480020090944,1,1,1,1
"chr036858.1_1082563",0.0293390490451222,9.45779829040464e-09,0.430245779769695,0.0652991768664416,0.252803383440383,0.0843078256475966,"chr036858.1",1082563,36858.1,"NC_","NC_036858.1",1,0.000136447655935668,1,1,1,1
"chr036858.1_1082670",2.00193088153453e-08,4.24136892043644e-09,0.774556731350124,0.959992715488566,0.0710832333430014,0.241901707846973,"chr036858.1",1082670,36858.1,"NC_","NC_036858.1",0.000288818568278987,6.11902294151365e-05,1,1,1,1
"chr036858.1_1082844",0.000522834371838234,9.70307894193831e-07,0.372170250758988,0.422840853732489,0.053022043275597,0.359527896392033,"chr036858.1",1082844,36858.1,"NC_","NC_036858.1",1,0.0139986319895344,1,1,1,1
"chr036858.1_1082861",0.0217002195240471,1.88642528576084e-07,0.767686024003868,0.806350480495723,0.940931722690696,0.836728217321282,"chr036858.1",1082861,36858.1,"NC_","NC_036858.1",1,0.00272154575976716,1,1,1,1
"chr036858.1_11864846",0.105941407754953,4.71056830471556e-07,0.179646894032334,0.345419078893735,7.8099801623948e-05,0.422214958430586,"chr036858.1",11864846,36858.1,"NC_","NC_036858.1",1,0.00679593689321314,1,1,1,1
"chr036858.1_11865047",0.0709748013431402,6.63493649112965e-10,0.910002840475484,0.598754140944382,4.83047667971186e-06,0.0714749667573434,"chr036858.1",11865047,36858.1,"NC_","NC_036858.1",1,9.57222287575274e-06,1,1,0.0696892870582031,1
"chr036858.1_13819835",4.7709467053176e-07,3.21901590277459e-06,0.0815686482603556,0.212498428915521,0.0473207857349169,0.00277384909936933,"chr036858.1",13819835,36858.1,"NC_","NC_036858.1",0.0068830448117617,0.0464407424293289,1,1,1,1
"chr036858.1_15871304",0.761778695109306,2.7986363653025e-06,0.840945648141381,0.899525788142628,0.0777203898044568,0.215213074960769,"chr036858.1",15871304,36858.1,"NC_","NC_036858.1",1,0.0403759268422191,1,1,1,1
"chr036858.1_15871421",0.0923036428552839,1.92994202723438e-07,0.884641188266024,0.00014235696475835,0.00731436978118483,0.00169140623461753,"chr036858.1",15871421,36858.1,"NC_","NC_036858.1",1,0.00278432736269104,1,1,1,1
"chr036858.1_22653875",0.924246586367703,2.13759350738532e-06,0.916594387245332,0.414886631646162,0.116241694570829,0.503353903186691,"chr036858.1",22653875,36858.1,"NC_","NC_036858.1",1,0.030839061531048,1,1,1,1
"chr036858.1_25995585",0.0048069739813465,1.32506823833956e-07,0.271891741074053,0.269461055234419,0.0205682281033627,0.506008619239559,"chr036858.1",25995585,36858.1,"NC_","NC_036858.1",1,0.00191167594745249,1,1,1,1
"chr036858.1_25995603",0.101368361982833,1.42551125627773e-06,0.0645425834554393,0.0839224267479024,0.78374862920685,0.281128710503935,"chr036858.1",25995603,36858.1,"NC_","NC_036858.1",1,0.0205658508943188,1,1,1,1
"chr036858.1_25995674",2.34186875536487e-07,3.96232526665198e-14,0.154589011547368,0.136748672530245,0.581403083786942,0.403772866736014,"chr036858.1",25995674,36858.1,"NC_","NC_036858.1",0.00337861405336489,5.7164466621988e-10,1,1,1,1
"chr036858.1_25995718",5.03395710023482e-08,3.52110281240004e-13,0.709455314342888,0.0637867554698533,0.000976122295599233,0.670335298888612,"chr036858.1",25995718,36858.1,"NC_","NC_036858.1",0.000726248990850877,5.07989502744954e-09,1,1,1,1
"chr036858.1_25995735",0.15154972931604,2.55790595795106e-14,0.0853850314810865,1.89059282552836e-07,0.995454957912536,0.136861563792247,"chr036858.1",25995735,36858.1,"NC_","NC_036858.1",1,3.69029092553599e-10,1,0.00272755826938977,1,1
"chr036858.1_39408208",0.164814474294949,5.82492324585224e-09,0.114802591324368,0.118441430477217,0.00317397120146268,0.977940027079576,"chr036858.1",39408208,36858.1,"NC_","NC_036858.1",1,8.40361676679103e-05,1,1,1,1
"chr036858.1_39718174",0.317120111954007,4.78807671400163e-10,0.389543111953263,0.000245659283168103,0.698842556445797,0.0984296399067502,"chr036858.1",39718174,36858.1,"NC_","NC_036858.1",1,6.90775827529016e-06,1,1,1,1
"chr036858.1_39718175",0.0015206924929743,1.37887867238661e-06,0.55351919277969,0.515265143919716,0.205699717296233,0.45456110226816,"chr036858.1",39718175,36858.1,"NC_","NC_036858.1",1,0.0198930826065217,1,1,1,1
"chr036858.1_39718351",3.11217754166508e-07,7.62215507836616e-30,0.0412724770121828,5.56424757195296e-11,0.0795655439666389,0.0350844333824107,"chr036858.1",39718351,36858.1,"NC_","NC_036858.1",0.00448993853936021,1.09964831315589e-25,1,8.02753997205653e-07,1,1
"chr036858.1_47150890",0.404188943190272,8.73009756484984e-10,0.00297390227874548,0.00496971268248336,0.0538043600901242,0.0133458435338544,"chr036858.1",47150890,36858.1,"NC_","NC_036858.1",1,1.25949117568089e-05,1,1,1,1
"chr036858.1_50420850",0.279143094478771,5.86169111921142e-08,0.445302592474829,0.573289194765329,0.551714320945466,0.393846443857983,"chr036858.1",50420850,36858.1,"NC_","NC_036858.1",1,0.000845666177768632,1,1,1,1
"chr036858.1_50420866",0.0598372845676929,1.11364076847328e-08,0.255810182155543,0.0216253955453574,0.12110079968354,0.0375158381642532,"chr036858.1",50420866,36858.1,"NC_","NC_036858.1",1,0.000160664953667641,1,1,1,1
"chr036858.1_59386540",0.0097879035958328,3.66736570165825e-11,0.99254337545745,0.0123917135315107,0.143969460406523,0.0614302635112738,"chr036858.1",59386540,36858.1,"NC_","NC_036858.1",1,5.29090849778235e-07,1,1,1,1
"chr036858.1_62528669",0.750752229744739,3.76500667758308e-08,0.996598952526733,0.00387741273992129,0.129600973861201,0.0292407650413539,"chr036858.1",62528669,36858.1,"NC_","NC_036858.1",1,0.000543177513374911,1,1,1,1
"chr036858.1_62528779",0.272226199541774,1.78726897837141e-06,0.928807428436289,0.477999226430037,0.885227624341478,0.474718295500179,"chr036858.1",62528779,36858.1,"NC_","NC_036858.1",1,0.0257849295509644,1,1,1,1
"chr036858.1_62528792",0.486287015515711,5.00423878593875e-09,0.107080701655602,0.215956252336082,0.976560775259731,0.910772766933511,"chr036858.1",62528792,36858.1,"NC_","NC_036858.1",1,7.21961529647383e-05,1,1,1,1
"chr036859.1_48859",0.0538037267936329,1.58581611317956e-06,0.223400686732301,0.550882669384085,0.845837530886958,0.0777264870455929,"chr036859.1",48859,36859.1,"NC_","NC_036859.1",1,0.0228785690648415,1,1,1,1
"chr036859.1_48953",3.80531200213144e-07,3.31141337350892e-27,0.353184851886157,0.0281525368559929,0.114887853354338,0.0384872235635615,"chr036859.1",48953,36859.1,"NC_","NC_036859.1",0.00548992362547502,4.77737607396132e-23,1,1,1,1
"chr036859.1_48994",0.000238595726191496,3.6108917807846e-07,0.701978596249291,0.345450882130074,0.0249619950326142,0.4541902861287,"chr036859.1",48994,36859.1,"NC_","NC_036859.1",1,0.00520943357213795,1,1,1,1
"chr036859.1_7264748",8.97180748476569e-08,2.39713827969869e-07,0.00863225877294966,0.00510751647116117,0.723519988639788,0.000133076457812015,"chr036859.1",7264748,36859.1,"NC_","NC_036859.1",0.00129436266582715,0.0034583513961213,1,1,1,1
