"NCBI","POS","fst_LB","fst_SB","fst_PL","highest","chrom","start","end"
"NC_036856.1",18550000,0.258576,0.0010176,0.157404,0.258576,"chr036856.1",18500001,18600000
"NC_036856.1",18560000,0.256046,0.00329505,0.146786,0.256046,"chr036856.1",18510001,18610000
"NC_036856.1",18570000,0.227017,0.000722785,0.117934,0.227017,"chr036856.1",18520001,18620000
"NC_036856.1",18760000,0.249358,0.0639082,0.0637294,0.249358,"chr036856.1",18710001,18810000
"NC_036856.1",18770000,0.241261,0.0520012,0.0763657,0.241261,"chr036856.1",18720001,18820000
"NC_036856.1",18780000,0.207041,0.0515073,0.0493059,0.207041,"chr036856.1",18730001,18830000
"NC_036856.1",18790000,0.203931,0.0375024,0.0323592,0.203931,"chr036856.1",18740001,18840000
"NC_036856.1",20280000,0.199832,0.0691632,0.0678962,0.199832,"chr036856.1",20230001,20330000
"NC_036856.1",20290000,0.199259,0.0802814,0.0748211,0.199259,"chr036856.1",20240001,20340000
"NC_036856.1",20300000,0.260508,0.122133,0.0614728,0.260508,"chr036856.1",20250001,20350000
"NC_036856.1",20310000,0.255501,0.115973,0.0371869,0.255501,"chr036856.1",20260001,20360000
"NC_036856.1",21500000,0,0,0.208659,0.208659,"chr036856.1",21450001,21550000
"NC_036856.1",21510000,0,0.0120419,0.20695,0.20695,"chr036856.1",21460001,21560000
"NC_036856.1",22200000,0.247809,0.044188,0.0755056,0.247809,"chr036856.1",22150001,22250000
"NC_036856.1",22210000,0.250651,0.0450206,0.0637969,0.250651,"chr036856.1",22160001,22260000
"NC_036856.1",22380000,0.111305,0.134676,0.202193,0.202193,"chr036856.1",22330001,22430000
"NC_036856.1",23510000,0.125033,0.192655,0.233685,0.233685,"chr036856.1",23460001,23560000
"NC_036856.1",23520000,0.177303,0.178971,0.227558,0.227558,"chr036856.1",23470001,23570000
"NC_036856.1",23530000,0.213759,0.179202,0.234672,0.234672,"chr036856.1",23480001,23580000
"NC_036856.1",23540000,0.223096,0.187225,0.236923,0.236923,"chr036856.1",23490001,23590000
"NC_036856.1",23550000,0.227887,0.187194,0.237086,0.237086,"chr036856.1",23500001,23600000
"NC_036856.1",23560000,0.257606,0.202819,0.248018,0.257606,"chr036856.1",23510001,23610000
"NC_036856.1",23570000,0.247711,0.190081,0.246585,0.247711,"chr036856.1",23520001,23620000
"NC_036856.1",23580000,0.311053,0.218853,0.278859,0.311053,"chr036856.1",23530001,23630000
"NC_036856.1",23590000,0.322486,0.215077,0.286241,0.322486,"chr036856.1",23540001,23640000
"NC_036856.1",23600000,0.316555,0.112357,0.210078,0.316555,"chr036856.1",23550001,23650000
"NC_036856.1",23610000,0.322162,0.0198097,0.186294,0.322162,"chr036856.1",23560001,23660000
"NC_036856.1",23620000,0.211542,0.0288158,0.151853,0.211542,"chr036856.1",23570001,23670000
"NC_036856.1",27290000,0,0.241976,0.0549436,0.241976,"chr036856.1",27240001,27340000
"NC_036856.1",27300000,0,0.239857,0.0500482,0.239857,"chr036856.1",27250001,27350000
"NC_036856.1",27320000,0,0.23527,0.0307263,0.23527,"chr036856.1",27270001,27370000
"NC_036856.1",27330000,0,0.2355,0.0270716,0.2355,"chr036856.1",27280001,27380000
"NC_036856.1",27530000,0,0.207358,0.054138,0.207358,"chr036856.1",27480001,27580000
"NC_036856.1",27540000,0.00140249,0.256726,0.0561341,0.256726,"chr036856.1",27490001,27590000
"NC_036856.1",27550000,0.00860827,0.228319,0.046393,0.228319,"chr036856.1",27500001,27600000
"NC_036856.1",27560000,0,0.222523,0.0348045,0.222523,"chr036856.1",27510001,27610000
"NC_036856.1",27570000,0,0.216082,0.0156942,0.216082,"chr036856.1",27520001,27620000
"NC_036856.1",27640000,0,0.215522,0,0.215522,"chr036856.1",27590001,27690000
"NC_036856.1",27650000,0,0.264894,0,0.264894,"chr036856.1",27600001,27700000
"NC_036856.1",27660000,0,0.262191,0,0.262191,"chr036856.1",27610001,27710000
"NC_036856.1",27670000,0,0.275303,0,0.275303,"chr036856.1",27620001,27720000
"NC_036856.1",27680000,0,0.254215,0,0.254215,"chr036856.1",27630001,27730000
"NC_036856.1",27690000,0,0.304688,0,0.304688,"chr036856.1",27640001,27740000
"NC_036856.1",27700000,0,0.288357,0,0.288357,"chr036856.1",27650001,27750000
"NC_036856.1",27710000,0,0.294264,0,0.294264,"chr036856.1",27660001,27760000
"NC_036856.1",27720000,0,0.258594,0,0.258594,"chr036856.1",27670001,27770000
"NC_036856.1",27910000,0,0.204239,0,0.204239,"chr036856.1",27860001,27960000
"NC_036856.1",27920000,0,0.224702,0,0.224702,"chr036856.1",27870001,27970000
"NC_036856.1",27930000,0,0.226949,0,0.226949,"chr036856.1",27880001,27980000
"NC_036856.1",27940000,0,0.266988,0,0.266988,"chr036856.1",27890001,27990000
"NC_036856.1",27950000,0,0.250311,0,0.250311,"chr036856.1",27900001,2.8e+07
"NC_036856.1",27960000,0,0.26727,0,0.26727,"chr036856.1",27910001,28010000
"NC_036856.1",27970000,0,0.199969,0,0.199969,"chr036856.1",27920001,28020000
"NC_036856.1",28390000,0,0.20814,0,0.20814,"chr036856.1",28340001,28440000
"NC_036856.1",28400000,0,0.210169,0,0.210169,"chr036856.1",28350001,28450000
"NC_036856.1",28410000,0,0.226862,0,0.226862,"chr036856.1",28360001,28460000
"NC_036856.1",28420000,0,0.226097,0,0.226097,"chr036856.1",28370001,28470000
"NC_036856.1",28430000,0,0.238155,0,0.238155,"chr036856.1",28380001,28480000
"NC_036856.1",28440000,0,0.304693,0,0.304693,"chr036856.1",28390001,28490000
"NC_036856.1",28450000,0,0.298011,0,0.298011,"chr036856.1",28400001,28500000
"NC_036856.1",28460000,0,0.295333,0,0.295333,"chr036856.1",28410001,28510000
"NC_036856.1",28470000,0,0.264607,0,0.264607,"chr036856.1",28420001,28520000
"NC_036856.1",28480000,0,0.23711,0,0.23711,"chr036856.1",28430001,28530000
"NC_036856.1",28490000,0,0.201002,0,0.201002,"chr036856.1",28440001,28540000
"NC_036856.1",28660000,0,0.2028,0,0.2028,"chr036856.1",28610001,28710000
"NC_036856.1",28670000,0,0.222031,0,0.222031,"chr036856.1",28620001,28720000
"NC_036856.1",28680000,0,0.212499,0,0.212499,"chr036856.1",28630001,28730000
"NC_036856.1",28780000,0.0430049,0.000538039,0.207227,0.207227,"chr036856.1",28730001,28830000
"NC_036856.1",28790000,0.0627424,0.010492,0.290599,0.290599,"chr036856.1",28740001,28840000
"NC_036856.1",28800000,0.0597747,0,0.339842,0.339842,"chr036856.1",28750001,28850000
"NC_036856.1",28810000,0.0440245,0,0.335225,0.335225,"chr036856.1",28760001,28860000
"NC_036856.1",28820000,0.045352,0.0221558,0.403245,0.403245,"chr036856.1",28770001,28870000
"NC_036856.1",28830000,0.0443926,0.0277148,0.437178,0.437178,"chr036856.1",28780001,28880000
"NC_036856.1",28840000,0.0364549,0.0282138,0.399428,0.399428,"chr036856.1",28790001,28890000
"NC_036856.1",28850000,0.0399864,0.0368798,0.408925,0.408925,"chr036856.1",28800001,28900000
"NC_036856.1",28860000,0.036405,0.0239592,0.377058,0.377058,"chr036856.1",28810001,28910000
"NC_036856.1",28870000,0.0314478,0.0261237,0.336328,0.336328,"chr036856.1",28820001,28920000
"NC_036856.1",28880000,0.0286256,0.0307608,0.32604,0.32604,"chr036856.1",28830001,28930000
"NC_036856.1",28890000,0.0259216,0.0270066,0.282238,0.282238,"chr036856.1",28840001,28940000
"NC_036856.1",28900000,0.0105738,0.0298588,0.225264,0.225264,"chr036856.1",28850001,28950000
"NC_036856.1",28910000,0.0102829,0.0314747,0.219643,0.219643,"chr036856.1",28860001,28960000
"NC_036856.1",28960000,0.0194667,0.0457763,0.230055,0.230055,"chr036856.1",28910001,29010000
"NC_036856.1",29090000,0.123221,0.225709,0.032465,0.225709,"chr036856.1",29040001,29140000
"NC_036856.1",29100000,0.142162,0.294919,0.0342772,0.294919,"chr036856.1",29050001,29150000
"NC_036856.1",29110000,0.123376,0.238251,0.0273614,0.238251,"chr036856.1",29060001,29160000
"NC_036856.1",29120000,0.113966,0.249888,0.0299334,0.249888,"chr036856.1",29070001,29170000
"NC_036856.1",29130000,0.103517,0.20057,0.0255067,0.20057,"chr036856.1",29080001,29180000
"NC_036856.1",29560000,0.13938,0.239213,0,0.239213,"chr036856.1",29510001,29610000
"NC_036856.1",29570000,0.1585,0.24968,0.00198126,0.24968,"chr036856.1",29520001,29620000
"NC_036856.1",29580000,0.153336,0.260722,0,0.260722,"chr036856.1",29530001,29630000
"NC_036856.1",29590000,0.171615,0.281592,0,0.281592,"chr036856.1",29540001,29640000
"NC_036856.1",29600000,0.156498,0.258954,0,0.258954,"chr036856.1",29550001,29650000
"NC_036856.1",29710000,0,0.223288,0,0.223288,"chr036856.1",29660001,29760000
"NC_036856.1",29720000,0,0.226678,0,0.226678,"chr036856.1",29670001,29770000
"NC_036856.1",29730000,0,0.269959,0,0.269959,"chr036856.1",29680001,29780000
"NC_036856.1",29740000,0,0.231048,0,0.231048,"chr036856.1",29690001,29790000
"NC_036856.1",29750000,0,0.23024,0,0.23024,"chr036856.1",29700001,29800000
"NC_036856.1",39670000,0,0.218282,0.0297923,0.218282,"chr036856.1",39620001,39720000
"NC_036856.1",39680000,0.00607815,0.279798,0.0430763,0.279798,"chr036856.1",39630001,39730000
"NC_036856.1",39690000,0.00831297,0.298786,0.0513347,0.298786,"chr036856.1",39640001,39740000
"NC_036856.1",39700000,0.00321584,0.32701,0.0507815,0.32701,"chr036856.1",39650001,39750000
"NC_036856.1",39710000,0.00380512,0.337384,0.0507039,0.337384,"chr036856.1",39660001,39760000
"NC_036856.1",39720000,0.0127282,0.333823,0.0548798,0.333823,"chr036856.1",39670001,39770000
"NC_036856.1",39730000,0.0242878,0.341984,0.0480431,0.341984,"chr036856.1",39680001,39780000
"NC_036856.1",39740000,0.039777,0.343458,0.0408361,0.343458,"chr036856.1",39690001,39790000
"NC_036856.1",39750000,0.042705,0.287665,0.0288492,0.287665,"chr036856.1",39700001,39800000
"NC_036856.1",39760000,0.0306509,0.247996,0.00763556,0.247996,"chr036856.1",39710001,39810000
"NC_036856.1",41330000,0,0.225176,0.0195746,0.225176,"chr036856.1",41280001,41380000
"NC_036856.1",41340000,0.00684601,0.202219,0.00741034,0.202219,"chr036856.1",41290001,41390000
"NC_036856.1",41350000,0.0129773,0.206683,0.0043882,0.206683,"chr036856.1",41300001,41400000
"NC_036857.1",4600000,0,0,0.247733,0.247733,"chr036857.1",4550001,4650000
"NC_036857.1",4660000,0,0,0.202197,0.202197,"chr036857.1",4610001,4710000
"NC_036857.1",4670000,0.0126202,0,0.205591,0.205591,"chr036857.1",4620001,4720000
"NC_036857.1",4680000,0.0101622,0,0.220918,0.220918,"chr036857.1",4630001,4730000
"NC_036857.1",4690000,0.0121357,0,0.221793,0.221793,"chr036857.1",4640001,4740000
"NC_036857.1",4700000,0.0133951,0,0.215541,0.215541,"chr036857.1",4650001,4750000
"NC_036857.1",4710000,0.0260911,0,0.277599,0.277599,"chr036857.1",4660001,4760000
"NC_036857.1",4720000,0.0295786,0,0.253106,0.253106,"chr036857.1",4670001,4770000
"NC_036857.1",4730000,0.0193913,0,0.266854,0.266854,"chr036857.1",4680001,4780000
"NC_036857.1",4740000,0.0201883,0,0.248258,0.248258,"chr036857.1",4690001,4790000
"NC_036857.1",5620000,0,0,0.200666,0.200666,"chr036857.1",5570001,5670000
"NC_036857.1",5630000,0,0,0.217861,0.217861,"chr036857.1",5580001,5680000
"NC_036857.1",5640000,0,0,0.221256,0.221256,"chr036857.1",5590001,5690000
"NC_036857.1",7900000,0.225141,0.0235644,0.0255556,0.225141,"chr036857.1",7850001,7950000
"NC_036857.1",7910000,0.233082,0.0301893,0.0413992,0.233082,"chr036857.1",7860001,7960000
"NC_036857.1",7920000,0.224805,0.0320778,0.0426117,0.224805,"chr036857.1",7870001,7970000
"NC_036857.1",8050000,0.201016,0,0,0.201016,"chr036857.1",8000001,8100000
"NC_036857.1",8060000,0.29029,0.0073326,0.0105791,0.29029,"chr036857.1",8010001,8110000
"NC_036857.1",8070000,0.315305,0.0101139,0.0150394,0.315305,"chr036857.1",8020001,8120000
"NC_036857.1",8080000,0.318044,0.0110448,0.0151814,0.318044,"chr036857.1",8030001,8130000
"NC_036857.1",8090000,0.313778,0.0100554,0.0166386,0.313778,"chr036857.1",8040001,8140000
"NC_036857.1",8100000,0.325913,0.00885648,0.0257139,0.325913,"chr036857.1",8050001,8150000
"NC_036857.1",8110000,0.309502,0.0101719,0.0249737,0.309502,"chr036857.1",8060001,8160000
"NC_036857.1",8120000,0.326242,0.0176991,0.027521,0.326242,"chr036857.1",8070001,8170000
"NC_036857.1",8130000,0.327281,0.0173357,0.0289595,0.327281,"chr036857.1",8080001,8180000
"NC_036857.1",8140000,0.310869,0.0238331,0.0243736,0.310869,"chr036857.1",8090001,8190000
"NC_036857.1",8150000,0.301754,0.0252439,0.0271231,0.301754,"chr036857.1",8100001,8200000
"NC_036857.1",8160000,0.237009,0.0257473,0.0204305,0.237009,"chr036857.1",8110001,8210000
"NC_036857.1",8190000,0.210569,0.0394064,0.00747362,0.210569,"chr036857.1",8140001,8240000
"NC_036857.1",8200000,0.209723,0.045716,0,0.209723,"chr036857.1",8150001,8250000
"NC_036857.1",8210000,0.221224,0.0498417,0.00524006,0.221224,"chr036857.1",8160001,8260000
"NC_036857.1",8220000,0.223779,0.0373728,0.00511227,0.223779,"chr036857.1",8170001,8270000
"NC_036857.1",8230000,0.218361,0.0364026,0.00301243,0.218361,"chr036857.1",8180001,8280000
"NC_036857.1",8240000,0.222652,0.0281323,0.00897088,0.222652,"chr036857.1",8190001,8290000
"NC_036857.1",8250000,0.235801,0.0277986,0.00842259,0.235801,"chr036857.1",8200001,8300000
"NC_036857.1",8260000,0.236901,0.0286519,0.00884472,0.236901,"chr036857.1",8210001,8310000
"NC_036857.1",8270000,0.212481,0.0472518,0,0.212481,"chr036857.1",8220001,8320000
"NC_036857.1",9460000,0.0637499,0,0.336468,0.336468,"chr036857.1",9410001,9510000
"NC_036857.1",9470000,0.0377163,0,0.274076,0.274076,"chr036857.1",9420001,9520000
"NC_036857.1",9480000,0.00473988,0,0.230203,0.230203,"chr036857.1",9430001,9530000
"NC_036857.1",22390000,0,0.000864275,0.200584,0.200584,"chr036857.1",22340001,22440000
"NC_036857.1",22400000,0,0,0.204882,0.204882,"chr036857.1",22350001,22450000
"NC_036857.1",22420000,0,0,0.200225,0.200225,"chr036857.1",22370001,22470000
"NC_036857.1",26350000,0.0220632,0,0.200824,0.200824,"chr036857.1",26300001,26400000
"NC_036857.1",26360000,0.0267527,0,0.22308,0.22308,"chr036857.1",26310001,26410000
"NC_036857.1",26540000,0,0,0.220628,0.220628,"chr036857.1",26490001,26590000
"NC_036857.1",26550000,0,0,0.231231,0.231231,"chr036857.1",26500001,26600000
"NC_036857.1",26560000,0.00101437,0,0.271539,0.271539,"chr036857.1",26510001,26610000
"NC_036857.1",26570000,0,0,0.298549,0.298549,"chr036857.1",26520001,26620000
"NC_036857.1",26580000,0.0136112,0,0.311059,0.311059,"chr036857.1",26530001,26630000
"NC_036857.1",26590000,0.0114703,0,0.27999,0.27999,"chr036857.1",26540001,26640000
"NC_036857.1",26600000,0.0436971,0,0.285397,0.285397,"chr036857.1",26550001,26650000
"NC_036857.1",26610000,0.0317067,0,0.319363,0.319363,"chr036857.1",26560001,26660000
"NC_036857.1",26620000,0,0,0.338848,0.338848,"chr036857.1",26570001,26670000
"NC_036857.1",26630000,0.000159176,0,0.333214,0.333214,"chr036857.1",26580001,26680000
"NC_036857.1",26640000,0,0,0.335512,0.335512,"chr036857.1",26590001,26690000
"NC_036857.1",26650000,0,0,0.398038,0.398038,"chr036857.1",26600001,26700000
"NC_036857.1",26660000,0,0,0.426385,0.426385,"chr036857.1",26610001,26710000
"NC_036857.1",26670000,0,0,0.452679,0.452679,"chr036857.1",26620001,26720000
"NC_036857.1",26680000,0,0,0.412785,0.412785,"chr036857.1",26630001,26730000
"NC_036857.1",26690000,0,0,0.333685,0.333685,"chr036857.1",26640001,26740000
"NC_036857.1",26700000,0,0,0.308334,0.308334,"chr036857.1",26650001,26750000
"NC_036857.1",26710000,0,0,0.284052,0.284052,"chr036857.1",26660001,26760000
"NC_036857.1",26720000,0,0,0.233332,0.233332,"chr036857.1",26670001,26770000
"NC_036857.1",26730000,0,0,0.213133,0.213133,"chr036857.1",26680001,26780000
"NC_036857.1",30710000,0.13525,0.223841,0.055618,0.223841,"chr036857.1",30660001,30760000
"NC_036857.1",30720000,0.151115,0.246153,0.0660851,0.246153,"chr036857.1",30670001,30770000
"NC_036857.1",30730000,0.150949,0.248463,0.0579171,0.248463,"chr036857.1",30680001,30780000
"NC_036857.1",30760000,0.289176,0.301809,0,0.301809,"chr036857.1",30710001,30810000
"NC_036857.1",30770000,0.283048,0.302644,0,0.302644,"chr036857.1",30720001,30820000
"NC_036857.1",30780000,0.271952,0.298806,0,0.298806,"chr036857.1",30730001,30830000
"NC_036857.1",30790000,0.242755,0.314126,0,0.314126,"chr036857.1",30740001,30840000
"NC_036857.1",30800000,0.219243,0.319445,0,0.319445,"chr036857.1",30750001,30850000
"NC_036857.1",30810000,0.233342,0.32573,0.00592134,0.32573,"chr036857.1",30760001,30860000
"NC_036857.1",30820000,0.225631,0.339748,0.0310929,0.339748,"chr036857.1",30770001,30870000
"NC_036857.1",30830000,0.197779,0.318995,0.0502266,0.318995,"chr036857.1",30780001,30880000
"NC_036857.1",30840000,0.171208,0.307993,0.0591784,0.307993,"chr036857.1",30790001,30890000
"NC_036857.1",30850000,0.150779,0.280775,0.0659625,0.280775,"chr036857.1",30800001,30900000
"NC_036857.1",30860000,0.10757,0.231105,0.0615421,0.231105,"chr036857.1",30810001,30910000
"NC_036857.1",31040000,0.0768976,0.212609,0.00574539,0.212609,"chr036857.1",30990001,31090000
"NC_036857.1",31050000,0.0810574,0.218798,0,0.218798,"chr036857.1",31000001,31100000
"NC_036857.1",31060000,0.0634943,0.27921,0.00658689,0.27921,"chr036857.1",31010001,31110000
"NC_036857.1",31070000,0.0612027,0.2348,0,0.2348,"chr036857.1",31020001,31120000
"NC_036857.1",34980000,0,0,0.201783,0.201783,"chr036857.1",34930001,35030000
"NC_036857.1",36410000,0.168801,0,0.210036,0.210036,"chr036857.1",36360001,36460000
"NC_036857.1",37020000,0.247304,0,0,0.247304,"chr036857.1",36970001,37070000
"NC_036857.1",37850000,0,0.268071,0,0.268071,"chr036857.1",37800001,37900000
"NC_036857.1",37860000,0.0030203,0.24956,0,0.24956,"chr036857.1",37810001,37910000
"NC_036857.1",37870000,0,0.248284,0,0.248284,"chr036857.1",37820001,37920000
"NC_036857.1",37880000,0,0.251558,0,0.251558,"chr036857.1",37830001,37930000
"NC_036857.1",37890000,0,0.240952,0,0.240952,"chr036857.1",37840001,37940000
"NC_036857.1",37900000,0,0.236744,0.00514381,0.236744,"chr036857.1",37850001,37950000
"NC_036857.1",37910000,0,0.260814,0,0.260814,"chr036857.1",37860001,37960000
"NC_036857.1",37920000,0,0.221703,0,0.221703,"chr036857.1",37870001,37970000
"NC_036857.1",38160000,0.210022,0,0.00726665,0.210022,"chr036857.1",38110001,38210000
"NC_036857.1",38170000,0.23537,0,0.0197907,0.23537,"chr036857.1",38120001,38220000
"NC_036857.1",38190000,0.210527,0.00285288,0.0280973,0.210527,"chr036857.1",38140001,38240000
"NC_036857.1",38560000,0.316672,0,0,0.316672,"chr036857.1",38510001,38610000
"NC_036857.1",38570000,0.331092,0,0,0.331092,"chr036857.1",38520001,38620000
"NC_036857.1",38580000,0.334335,0,0,0.334335,"chr036857.1",38530001,38630000
"NC_036857.1",38590000,0.337109,0,0,0.337109,"chr036857.1",38540001,38640000
"NC_036857.1",38600000,0.353584,0,0,0.353584,"chr036857.1",38550001,38650000
"NC_036857.1",38610000,0.357574,0,0,0.357574,"chr036857.1",38560001,38660000
"NC_036857.1",38620000,0.379194,0,0,0.379194,"chr036857.1",38570001,38670000
"NC_036857.1",38630000,0.393764,0,0,0.393764,"chr036857.1",38580001,38680000
"NC_036857.1",38640000,0.379184,0,0,0.379184,"chr036857.1",38590001,38690000
"NC_036857.1",38650000,0.317756,0,0,0.317756,"chr036857.1",38600001,38700000
"NC_036857.1",38880000,0.0301378,0.20279,0,0.20279,"chr036857.1",38830001,38930000
"NC_036857.1",38890000,0.0367648,0.221889,0,0.221889,"chr036857.1",38840001,38940000
"NC_036857.1",38900000,0.068612,0.269206,0,0.269206,"chr036857.1",38850001,38950000
"NC_036857.1",38910000,0.126834,0.363243,0.0107975,0.363243,"chr036857.1",38860001,38960000
"NC_036857.1",38920000,0.216855,0.404281,0.00916401,0.404281,"chr036857.1",38870001,38970000
"NC_036857.1",38930000,0.245663,0.446291,0.00950614,0.446291,"chr036857.1",38880001,38980000
"NC_036857.1",38940000,0.256893,0.452204,0.0378924,0.452204,"chr036857.1",38890001,38990000
"NC_036857.1",38950000,0.258646,0.435443,0.0436629,0.435443,"chr036857.1",38900001,3.9e+07
"NC_036857.1",38960000,0.253984,0.383896,0.0271344,0.383896,"chr036857.1",38910001,39010000
"NC_036857.1",38970000,0.248414,0.373373,0.028998,0.373373,"chr036857.1",38920001,39020000
"NC_036857.1",38980000,0.242012,0.356435,0.0249367,0.356435,"chr036857.1",38930001,39030000
"NC_036857.1",38990000,0.224183,0.309039,0.0149337,0.309039,"chr036857.1",38940001,39040000
"NC_036857.1",3.9e+07,0.215734,0.277423,0.0076654,0.277423,"chr036857.1",38950001,39050000
"NC_036857.1",39010000,0.184494,0.226514,0,0.226514,"chr036857.1",38960001,39060000
"NC_036857.1",41420000,0.203913,0.00722801,0,0.203913,"chr036857.1",41370001,41470000
"NC_036857.1",41430000,0.231162,0.00692399,0,0.231162,"chr036857.1",41380001,41480000
"NC_036857.1",41440000,0.245961,0.00659093,0,0.245961,"chr036857.1",41390001,41490000
"NC_036857.1",41450000,0.230492,0.00753873,0,0.230492,"chr036857.1",41400001,41500000
"NC_036857.1",41460000,0.232706,0.00525119,0,0.232706,"chr036857.1",41410001,41510000
"NC_036857.1",41470000,0.254707,0.00687683,0,0.254707,"chr036857.1",41420001,41520000
"NC_036857.1",41480000,0.253026,0,0,0.253026,"chr036857.1",41430001,41530000
"NC_036857.1",41490000,0.25565,0,0,0.25565,"chr036857.1",41440001,41540000
"NC_036857.1",41500000,0.236362,0,0,0.236362,"chr036857.1",41450001,41550000
"NC_036857.1",41510000,0.205073,0,0,0.205073,"chr036857.1",41460001,41560000
"NC_036858.1",5820000,0.22593,0.0349619,0,0.22593,"chr036858.1",5770001,5870000
"NC_036858.1",5830000,0.221116,0.0555674,0.00706333,0.221116,"chr036858.1",5780001,5880000
"NC_036858.1",5840000,0.244878,0.0582842,0.0154058,0.244878,"chr036858.1",5790001,5890000
"NC_036858.1",5850000,0.240037,0.0365278,0.0205377,0.240037,"chr036858.1",5800001,5900000
"NC_036858.1",5940000,0.0128499,0.201308,0.0362533,0.201308,"chr036858.1",5890001,5990000
"NC_036858.1",5950000,0.00390451,0.206586,0.0315553,0.206586,"chr036858.1",5900001,6e+06
"NC_036858.1",5960000,0.0101503,0.242117,0.0313962,0.242117,"chr036858.1",5910001,6010000
"NC_036858.1",5970000,0.00670351,0.247303,0.0307455,0.247303,"chr036858.1",5920001,6020000
"NC_036858.1",5980000,0.00951733,0.275599,0.0238991,0.275599,"chr036858.1",5930001,6030000
"NC_036858.1",5990000,0.0274145,0.294614,0.0139749,0.294614,"chr036858.1",5940001,6040000
"NC_036858.1",6e+06,0.0232236,0.292271,0.0136061,0.292271,"chr036858.1",5950001,6050000
"NC_036858.1",6010000,0.0299137,0.306281,0.0136208,0.306281,"chr036858.1",5960001,6060000
"NC_036858.1",6020000,0.0191104,0.25131,0.0176835,0.25131,"chr036858.1",5970001,6070000
"NC_036858.1",6140000,0.0303759,0.239432,0.0207,0.239432,"chr036858.1",6090001,6190000
"NC_036858.1",6150000,0.0306516,0.226756,0.0160305,0.226756,"chr036858.1",6100001,6200000
"NC_036858.1",6160000,0.0272856,0.230014,0.0136819,0.230014,"chr036858.1",6110001,6210000
"NC_036858.1",6170000,0.0225473,0.200427,0.00860844,0.200427,"chr036858.1",6120001,6220000
"NC_036858.1",8940000,0.0544464,0.0210337,0.207466,0.207466,"chr036858.1",8890001,8990000
"NC_036858.1",8950000,0.0467216,0.0231835,0.230238,0.230238,"chr036858.1",8900001,9e+06
"NC_036858.1",8960000,0.0552999,0.0210113,0.259643,0.259643,"chr036858.1",8910001,9010000
"NC_036858.1",8970000,0.0615981,0,0.25275,0.25275,"chr036858.1",8920001,9020000
"NC_036858.1",8980000,0.0517757,0.001416,0.256587,0.256587,"chr036858.1",8930001,9030000
"NC_036858.1",10290000,0,0.217018,0,0.217018,"chr036858.1",10240001,10340000
"NC_036858.1",10300000,0,0.286139,0,0.286139,"chr036858.1",10250001,10350000
"NC_036858.1",10310000,0,0.308792,0,0.308792,"chr036858.1",10260001,10360000
"NC_036858.1",10320000,0,0.329986,0,0.329986,"chr036858.1",10270001,10370000
"NC_036858.1",10330000,0,0.329771,0,0.329771,"chr036858.1",10280001,10380000
"NC_036858.1",10340000,0,0.251249,0,0.251249,"chr036858.1",10290001,10390000
"NC_036858.1",10350000,0,0.222912,0,0.222912,"chr036858.1",10300001,10400000
"NC_036858.1",12840000,0.201299,0.114001,0.129327,0.201299,"chr036858.1",12790001,12890000
"NC_036858.1",13010000,0,0.202517,0,0.202517,"chr036858.1",12960001,13060000
"NC_036858.1",13020000,0,0.298999,0,0.298999,"chr036858.1",12970001,13070000
"NC_036858.1",13030000,0,0.392632,0,0.392632,"chr036858.1",12980001,13080000
"NC_036858.1",13040000,0,0.363548,0,0.363548,"chr036858.1",12990001,13090000
"NC_036858.1",13050000,0,0.41136,0,0.41136,"chr036858.1",13000001,13100000
"NC_036858.1",13060000,0,0.439745,0,0.439745,"chr036858.1",13010001,13110000
"NC_036858.1",13070000,0,0.46832,0.016588,0.46832,"chr036858.1",13020001,13120000
"NC_036858.1",13080000,0,0.462986,0.0202033,0.462986,"chr036858.1",13030001,13130000
"NC_036858.1",13090000,0,0.430138,0.00190015,0.430138,"chr036858.1",13040001,13140000
"NC_036858.1",13100000,0,0.407966,0.00704116,0.407966,"chr036858.1",13050001,13150000
"NC_036858.1",13110000,0,0.343533,0.0133294,0.343533,"chr036858.1",13060001,13160000
"NC_036858.1",13120000,0,0.251925,0.00352896,0.251925,"chr036858.1",13070001,13170000
"NC_036858.1",13660000,0,0.203812,0.0621826,0.203812,"chr036858.1",13610001,13710000
"NC_036858.1",13670000,0,0.240322,0.0660396,0.240322,"chr036858.1",13620001,13720000
"NC_036858.1",14030000,0.0303828,0.0803002,0.2077,0.2077,"chr036858.1",13980001,14080000
"NC_036858.1",14040000,0.0320683,0.0807886,0.217066,0.217066,"chr036858.1",13990001,14090000
"NC_036858.1",14050000,0.0319225,0.0816575,0.22666,0.22666,"chr036858.1",14000001,14100000
"NC_036858.1",14060000,0.0368144,0.0783677,0.249227,0.249227,"chr036858.1",14010001,14110000
"NC_036858.1",14070000,0.0211778,0.0908328,0.294486,0.294486,"chr036858.1",14020001,14120000
"NC_036858.1",14080000,0.0173056,0.0849026,0.285423,0.285423,"chr036858.1",14030001,14130000
"NC_036858.1",14090000,0,0.0033568,0.288778,0.288778,"chr036858.1",14040001,14140000
"NC_036858.1",14100000,0.00677442,0,0.287282,0.287282,"chr036858.1",14050001,14150000
"NC_036858.1",14110000,0.0145687,0,0.340202,0.340202,"chr036858.1",14060001,14160000
"NC_036858.1",14120000,0.00730793,0,0.325858,0.325858,"chr036858.1",14070001,14170000
