"CHROM","POS","fst_LB","fst_SB","fst_PL","highest"
"NC_036860.1",30510000,0,0,0.00553466,0.00553466
"NC_036860.1",30520000,0,0,0.00256046,0.00256046
"NC_036860.1",30530000,0,0,0.0116211,0.0116211
"NC_036860.1",30540000,0,0,0,0
"NC_036860.1",30550000,0,0.0157029,0,0.0157029
"NC_036860.1",30560000,0,0.0322979,0,0.0322979
"NC_036860.1",30570000,0,0.0466939,0,0.0466939
"NC_036860.1",30580000,0,0.0433211,0,0.0433211
"NC_036860.1",30590000,0,0.0412241,0,0.0412241
"NC_036860.1",30600000,0,0.0441287,0,0.0441287
"NC_036860.1",30610000,0,0.0211447,0,0.0211447
"NC_036860.1",30620000,0,0.0223975,0,0.0223975
"NC_036860.1",30630000,0,0.0229873,0,0.0229873
"NC_036860.1",30640000,0,0.0350866,0,0.0350866
"NC_036860.1",30650000,0.00675953,0.0183661,0,0.0183661
"NC_036860.1",30660000,0.0186752,0.0193932,0,0.0193932
"NC_036860.1",30670000,0.0145544,0.0145199,0,0.0145544
"NC_036860.1",30680000,0.0212114,0.0273918,0.00599614,0.0273918
"NC_036860.1",30690000,0.0169546,0.0284982,0.0154914,0.0284982
"NC_036860.1",30700000,0.0201633,0.0301058,0.0130288,0.0301058
"NC_036860.1",30710000,0.0240327,0.0454979,0.0276643,0.0454979
"NC_036860.1",30720000,0.0203406,0.0583199,0.0300651,0.0583199
"NC_036860.1",30730000,0.0204359,0.0651483,0.0394349,0.0651483
"NC_036860.1",30740000,0.0268082,0.0467929,0.0385875,0.0467929
"NC_036860.1",30750000,0.0277916,0.0928366,0.0378507,0.0928366
"NC_036860.1",30760000,0.0164113,0.0772188,0.0299373,0.0772188
"NC_036860.1",30770000,0.0208629,0.100208,0.0298895,0.100208
"NC_036860.1",30780000,0,0.0894091,0.0285579,0.0894091
"NC_036860.1",30790000,0.0202849,0.11677,0.0113945,0.11677
"NC_036860.1",30800000,0,0.107738,0.0266498,0.107738
"NC_036860.1",30810000,0,0.111445,0,0.111445
"NC_036860.1",30820000,0,0.0903781,0,0.0903781
"NC_036860.1",30830000,0,0.0688222,0,0.0688222
"NC_036860.1",30840000,0,0.0946323,0,0.0946323
"NC_036860.1",30850000,0,0.0645131,0,0.0645131
"NC_036860.1",30860000,0,0.0507771,0.0141716,0.0507771
"NC_036860.1",30870000,0,0.0559397,0.0307176,0.0559397
"NC_036860.1",30880000,0,0.0525231,0.0752059,0.0752059
"NC_036860.1",30890000,0,0.0474575,0.0865661,0.0865661
"NC_036860.1",30900000,0,0.0460143,0.0739612,0.0739612
"NC_036860.1",30910000,0,0.0405362,0.0783715,0.0783715
"NC_036860.1",30920000,0,0.030774,0.0613306,0.0613306
"NC_036860.1",30930000,0,0.0332222,0.0570764,0.0570764
"NC_036860.1",30940000,0,0.0398784,0.0512928,0.0512928
"NC_036860.1",30950000,0,0.0365021,0.0640616,0.0640616
"NC_036860.1",30960000,0,0.0444705,0.0570996,0.0570996
"NC_036860.1",30970000,0,0.0364343,0.0411402,0.0411402
"NC_036860.1",30980000,0.00176307,0.0422685,0.0105682,0.0422685
"NC_036860.1",30990000,0.00201064,0.0414151,0.000213995,0.0414151
"NC_036860.1",3.1e+07,0,0.0535124,0.00416209,0.0535124
"NC_036860.1",31010000,0,0.0536877,0,0.0536877
"NC_036860.1",31020000,0,0.100431,0,0.100431
"NC_036860.1",31030000,0,0.095168,0,0.095168
"NC_036860.1",31040000,0.0255621,0.067088,0.00118779,0.067088
"NC_036860.1",31050000,0.0215762,0.0502416,0.000201302,0.0502416
"NC_036860.1",31060000,0.0221592,0.0481595,0,0.0481595
"NC_036860.1",31070000,0.0116912,0.0396172,0,0.0396172
"NC_036860.1",31080000,0.0106641,0.0235867,0,0.0235867
"NC_036860.1",31090000,0.00300897,0.0150386,0.0103086,0.0150386
"NC_036860.1",31100000,0.00855714,0.001372,0.00391579,0.00855714
"NC_036860.1",31110000,0.00731749,0.0013479,0.00713388,0.00731749
"NC_036860.1",31120000,0.027412,0.00208155,0.0163458,0.027412
"NC_036860.1",31130000,0.0284791,0,0.0137555,0.0284791
"NC_036860.1",31140000,0.0248535,0,0.0158771,0.0248535
"NC_036860.1",31150000,0.0373907,0,0.0229399,0.0373907
"NC_036860.1",31160000,0.0324301,0,0.0307913,0.0324301
"NC_036860.1",31170000,0.0235829,0,0.0155817,0.0235829
"NC_036860.1",31180000,0.0102484,0,0.0114452,0.0114452
"NC_036860.1",31190000,0,0,0.00836535,0.00836535
"NC_036860.1",31200000,0,0,0,0
"NC_036860.1",31210000,0,0,0,0
"NC_036860.1",31220000,0,0,0,0
"NC_036860.1",31230000,0,0,0,0
"NC_036860.1",31240000,0,0,0.0179537,0.0179537
"NC_036860.1",31250000,0,0,0.0132327,0.0132327
"NC_036860.1",31260000,0,0,0.0349405,0.0349405
"NC_036860.1",31270000,0,0,0.0580588,0.0580588
"NC_036860.1",31280000,0,0,0.0870789,0.0870789
"NC_036860.1",31290000,0,0,0.0858604,0.0858604
"NC_036860.1",31300000,0,0,0.0854842,0.0854842
"NC_036860.1",31310000,0,0,0.0521668,0.0521668
"NC_036860.1",31320000,0,0,0.026563,0.026563
"NC_036860.1",31330000,0,0,0.0229871,0.0229871
"NC_036860.1",31340000,0.014345,0,0,0.014345
"NC_036860.1",31350000,0.0272174,0,0,0.0272174
"NC_036860.1",31360000,0.0376167,0,0,0.0376167
"NC_036860.1",31370000,0.0528631,0,0,0.0528631
"NC_036860.1",31380000,0.0671012,0,0,0.0671012
"NC_036860.1",31390000,0.0839839,0,0,0.0839839
"NC_036860.1",31400000,0.0826955,0,0,0.0826955
"NC_036860.1",31410000,0.0496549,0,0,0.0496549
"NC_036860.1",31420000,0,0,0,0
"NC_036860.1",31430000,0.00514776,0,0,0.00514776
"NC_036860.1",31440000,0,0,0,0
"NC_036860.1",31450000,0,0,0,0
"NC_036860.1",31460000,0,0,0,0
"NC_036860.1",31470000,0,0,0,0
"NC_036860.1",31480000,0,0,0,0
"NC_036860.1",31490000,0,0,0,0
"NC_036860.1",31500000,0,0,0,0
"NC_036860.1",31510000,0.0012105,0.00751543,0,0.00751543
"NC_036860.1",31520000,0.0148605,0.00706749,0,0.0148605
"NC_036860.1",31530000,0.0102755,0.000716889,0,0.0102755
"NC_036860.1",31540000,0.0162565,0,0,0.0162565
"NC_036860.1",31550000,0.0223087,0,0,0.0223087
"NC_036860.1",31560000,0,0,0,0
"NC_036860.1",31570000,0.0215296,0,0,0.0215296
"NC_036860.1",31580000,0.00466164,0,0,0.00466164
"NC_036860.1",31590000,0.0262281,0,0,0.0262281
"NC_036860.1",31600000,0.0604095,0,0,0.0604095
"NC_036860.1",31610000,0.0504249,0,0,0.0504249
"NC_036860.1",31620000,0.0493676,0,0,0.0493676
"NC_036860.1",31630000,0.040468,0,0,0.040468
"NC_036860.1",31640000,0.0406494,0,0,0.0406494
"NC_036860.1",31650000,0.0376859,0,0,0.0376859
"NC_036860.1",31660000,0.0421737,0,0,0.0421737
"NC_036860.1",31670000,0.0222497,0,0,0.0222497
"NC_036860.1",31680000,0.0300283,0,0,0.0300283
"NC_036860.1",31690000,0.00540922,0.0177666,0,0.0177666
"NC_036860.1",31700000,0,0.0434576,0.0209147,0.0434576
"NC_036860.1",31710000,0,0.0541546,0.0190522,0.0541546
"NC_036860.1",31720000,0,0.0470184,0.0167278,0.0470184
"NC_036860.1",31730000,0,0.0462646,0.00607364,0.0462646
"NC_036860.1",31740000,0,0.0332376,0.00363005,0.0332376
"NC_036860.1",31750000,0,0.0186669,0,0.0186669
"NC_036860.1",31760000,0,0.0201223,0.00842569,0.0201223
"NC_036860.1",31770000,0,0.0195041,0.0108775,0.0195041
"NC_036860.1",31780000,0,0.0125854,0,0.0125854
"NC_036860.1",31790000,0,0,0.00570224,0.00570224
"NC_036860.1",31800000,0,0,0.00193354,0.00193354
"NC_036860.1",31810000,0,0,0.00478387,0.00478387
"NC_036860.1",31820000,0,0,0.0191677,0.0191677
"NC_036860.1",31830000,0,0,0.0156764,0.0156764
"NC_036860.1",31840000,0,0,0.00804691,0.00804691
"NC_036860.1",31850000,0,0,0.0173764,0.0173764
"NC_036860.1",31860000,0,0,0.0140626,0.0140626
"NC_036860.1",31870000,0,0,0.0284645,0.0284645
"NC_036860.1",31880000,0,0,0.0189036,0.0189036
"NC_036860.1",31890000,0,0,0.0163057,0.0163057
"NC_036860.1",31900000,0,0,0.01595,0.01595
"NC_036860.1",31910000,0,0,0.0156543,0.0156543
"NC_036860.1",31920000,0,0,0,0
"NC_036860.1",31930000,0,0,0,0
"NC_036860.1",31940000,0.0307443,0,0.0226715,0.0307443
"NC_036860.1",31950000,0.0272686,0,0.00691787,0.0272686
"NC_036860.1",31960000,0.0074315,0,0,0.0074315
"NC_036860.1",31970000,0.036477,0,0,0.036477
"NC_036860.1",31980000,0.023182,0,0,0.023182
"NC_036860.1",31990000,0.031833,0,0,0.031833
"NC_036860.1",3.2e+07,0,0,0,0
"NC_036860.1",32010000,0,0,0,0
"NC_036860.1",32020000,0,0,0,0
"NC_036860.1",32030000,0,0,0,0
"NC_036860.1",32040000,0,0,0,0
"NC_036860.1",32050000,0,0,0,0
"NC_036860.1",32060000,0,0,0,0
"NC_036860.1",32070000,0,0,0,0
"NC_036860.1",32080000,0,0,0,0
"NC_036860.1",32090000,0,0,0,0
"NC_036860.1",32100000,0,0,0,0
"NC_036860.1",32110000,0,0,0,0
"NC_036860.1",32120000,0,0,0,0
"NC_036860.1",32130000,0,0.0084873,0,0.0084873
"NC_036860.1",32140000,0,0.0141597,0,0.0141597
"NC_036860.1",32150000,0,0.00551352,0,0.00551352
"NC_036860.1",32160000,0.0014614,0,0,0.0014614
"NC_036860.1",32170000,0.00905842,0,0,0.00905842
"NC_036860.1",32180000,0.0150745,0,0,0.0150745
"NC_036860.1",32190000,0.029796,0,0.00370217,0.029796
"NC_036860.1",32200000,0.0374293,0,0.0152748,0.0374293
"NC_036860.1",32210000,0.034777,0,0.0162108,0.034777
"NC_036860.1",32220000,0.0385245,0,0.0115343,0.0385245
"NC_036860.1",32230000,0.0354404,0,0.00984647,0.0354404
"NC_036860.1",32240000,0.0434793,0,0.0169446,0.0434793
"NC_036860.1",32250000,0.0458799,0,0.0266275,0.0458799
"NC_036860.1",32260000,0.0588844,0,0.0337919,0.0588844
"NC_036860.1",32270000,0.0420927,0,0.0237482,0.0420927
"NC_036860.1",32280000,0.0486446,0,0.0173482,0.0486446
"NC_036860.1",32290000,0.014647,0,0,0.014647
"NC_036860.1",32300000,0,0.00867754,0,0.00867754
"NC_036860.1",32310000,0,0.00307349,0,0.00307349
"NC_036860.1",32320000,0,0.0131372,0,0.0131372
"NC_036860.1",32330000,0,0.0125351,0,0.0125351
"NC_036860.1",32340000,0,0.0182242,0,0.0182242
"NC_036860.1",32350000,0,0.0222043,0,0.0222043
"NC_036860.1",32360000,0,0.0251561,0,0.0251561
"NC_036860.1",32370000,0,0.0319611,0,0.0319611
"NC_036860.1",32380000,0,0.0332041,0,0.0332041
"NC_036860.1",32390000,0,0.0527399,0,0.0527399
"NC_036860.1",32400000,0,0.0552783,0,0.0552783
"NC_036860.1",32410000,0,0.0481626,0,0.0481626
"NC_036860.1",32420000,0,0.0442737,0,0.0442737
"NC_036860.1",32430000,0,0.0371147,0,0.0371147
"NC_036860.1",32440000,0,0.0293654,0,0.0293654
"NC_036860.1",32450000,0,0,0,0
"NC_036860.1",32460000,0,0,0,0
"NC_036860.1",32470000,0,0,0,0
"NC_036860.1",32480000,0,0,0,0
"NC_036860.1",32490000,0,0,0,0
"NC_036860.1",32500000,0,0,0,0
"NC_036860.1",32510000,0,0,0,0
"NC_036860.1",32520000,0,0,0,0
"NC_036860.1",32530000,0,0,0,0
"NC_036860.1",32540000,0,0,0,0
"NC_036860.1",32550000,0,0,0,0
"NC_036860.1",32560000,0,0,0,0
"NC_036860.1",32570000,0,0,0,0
"NC_036860.1",32580000,0,0,0,0
"NC_036860.1",32590000,0,0,0,0
"NC_036860.1",32600000,0,0,0,0
"NC_036860.1",32610000,0,0,0,0
"NC_036860.1",32620000,0,0,0,0
"NC_036860.1",32630000,0,0,0,0
"NC_036860.1",32640000,0,0,0,0
"NC_036860.1",32650000,0,0,0,0
"NC_036860.1",32660000,0,0,0,0
"NC_036860.1",32670000,0,0,0,0
"NC_036860.1",32680000,0,0,0,0
"NC_036860.1",32690000,0.00555386,0,0,0.00555386
"NC_036860.1",32700000,0,0,0,0
"NC_036860.1",32710000,0.00287815,0,0,0.00287815
"NC_036860.1",32720000,0,0,0,0
"NC_036860.1",32730000,0,0.00596282,0,0.00596282
"NC_036860.1",32740000,0,0.00735816,0,0.00735816
"NC_036860.1",32750000,0,0.0173063,0,0.0173063
"NC_036860.1",32760000,0,0.0250889,0,0.0250889
"NC_036860.1",32770000,0,0.0382188,0,0.0382188
"NC_036860.1",32780000,0,0.0324353,0,0.0324353
"NC_036860.1",32790000,0,0.033392,0,0.033392
"NC_036860.1",32800000,0,0.0243983,0,0.0243983
"NC_036860.1",32810000,0,0.0233751,0,0.0233751
"NC_036860.1",32820000,0,0.0242022,0,0.0242022
"NC_036860.1",32830000,0,0.0193599,0,0.0193599
"NC_036860.1",32840000,0,0.0219792,0,0.0219792
"NC_036860.1",32850000,0,0.0136885,0,0.0136885
"NC_036860.1",32860000,0,0.000874821,0,0.000874821
"NC_036860.1",32870000,0,0,0,0
"NC_036860.1",32880000,0,0,0,0
"NC_036860.1",32890000,0,0,0,0
"NC_036860.1",32900000,0,0,0,0
"NC_036860.1",32910000,0,0,0,0
"NC_036860.1",32920000,0,0,0,0
"NC_036860.1",32930000,0,0,0,0
"NC_036860.1",32940000,0,0,0,0
"NC_036860.1",32950000,0,0,0,0
"NC_036860.1",32960000,0,0,0,0
"NC_036860.1",32970000,0,0,0,0
"NC_036860.1",32980000,0.0444286,0.00989916,0.00239127,0.0444286
"NC_036860.1",32990000,0.0044148,0.0106339,0.0526295,0.0526295
"NC_036860.1",3.3e+07,0,0.0119104,0.0826574,0.0826574
"NC_036860.1",33010000,0,0.0434294,0.0957346,0.0957346
"NC_036860.1",33020000,0,0.0294809,0.08617,0.08617
"NC_036860.1",33030000,0,0.0280382,0.0670336,0.0670336
"NC_036860.1",33040000,0,0.0251918,0.0620775,0.0620775
"NC_036860.1",33050000,0,0.0188636,0.0325825,0.0325825
"NC_036860.1",33060000,0,0.0118927,0.033968,0.033968
"NC_036860.1",33070000,0,0.0172544,0.0344298,0.0344298
"NC_036860.1",33080000,0,0.0207777,0.0444394,0.0444394
"NC_036860.1",33090000,0,0.0208961,0.0315759,0.0315759
"NC_036860.1",33100000,0,0.0166579,0.0193118,0.0193118
"NC_036860.1",33110000,0,0,0.0185861,0.0185861
"NC_036860.1",33120000,0,0,0.0205931,0.0205931
"NC_036860.1",33130000,0.00408303,0,0.0179558,0.0179558
"NC_036860.1",33140000,0,0,0.0265167,0.0265167
"NC_036860.1",33150000,0.018585,0,0.0360978,0.0360978
"NC_036860.1",33160000,0.0549941,0,0.0374692,0.0549941
"NC_036860.1",33170000,0.0688735,0,0.0404342,0.0688735
"NC_036860.1",33180000,0.10236,0,0.0198266,0.10236
"NC_036860.1",33190000,0.136611,0,0.0165133,0.136611
"NC_036860.1",33200000,0.174316,0,0.0155243,0.174316
"NC_036860.1",33210000,0.177106,0,0,0.177106
"NC_036860.1",33220000,0.200604,0,0,0.200604
"NC_036860.1",33230000,0.191319,0,0,0.191319
"NC_036860.1",33240000,0.193509,0,0.00723805,0.193509
"NC_036860.1",33250000,0.257369,0,0.0103409,0.257369
"NC_036860.1",33260000,0.224211,0,5.29852e-05,0.224211
"NC_036860.1",33270000,0.222503,0,0.000895772,0.222503
"NC_036860.1",33280000,0.150923,0,0.0113076,0.150923
"NC_036860.1",33290000,0.117155,0,0.00622231,0.117155
"NC_036860.1",33300000,0.098579,0.000117919,0.0105215,0.098579
"NC_036860.1",33310000,0.125874,0.0323421,0.0154604,0.125874
"NC_036860.1",33320000,0.0989562,0.0486874,0.0176059,0.0989562
"NC_036860.1",33330000,0.0899779,0.068942,0.00890917,0.0899779
"NC_036860.1",33340000,0.0828987,0.0724148,0,0.0828987
"NC_036860.1",33350000,0.0817821,0.0646698,0.00155527,0.0817821
"NC_036860.1",33360000,0.0508364,0.0426513,0.00270073,0.0508364
"NC_036860.1",33370000,0.0442836,0.0463494,0.00925222,0.0463494
"NC_036860.1",33380000,0.0451383,0.0462106,0.000596509,0.0462106
"NC_036860.1",33390000,0.0337076,0.033763,0.00394187,0.033763
"NC_036860.1",33400000,0.0185127,0.0446335,0.00050276,0.0446335
"NC_036860.1",33410000,0,0.035153,0,0.035153
"NC_036860.1",33420000,0,0.0299034,0,0.0299034
"NC_036860.1",33430000,0,0.0148461,0.000157695,0.0148461
"NC_036860.1",33440000,0,0.0273543,0.0183052,0.0273543
"NC_036860.1",33450000,0,0.0353185,0,0.0353185
"NC_036860.1",33460000,0,0.0510731,0,0.0510731
"NC_036860.1",33470000,0,0.0550266,0,0.0550266
"NC_036860.1",33480000,0,0.0843137,0.00462873,0.0843137
"NC_036860.1",33490000,0,0.137657,0.00371887,0.137657
"NC_036860.1",33500000,0,0.134983,0.019021,0.134983
"NC_036860.1",33510000,0.0501575,0.239618,0.031499,0.239618
"NC_036860.1",33520000,0.0410761,0.226487,0.0407148,0.226487
"NC_036860.1",33530000,0.0529527,0.250599,0.0363151,0.250599
"NC_036860.1",33540000,0.0494912,0.225057,0.0181062,0.225057
"NC_036860.1",33550000,0.0591527,0.280629,0.0415607,0.280629
"NC_036860.1",33560000,0,0.120448,0.0541079,0.120448
"NC_036860.1",33570000,0.0259854,0.151732,0.0459778,0.151732
"NC_036860.1",33580000,0.0380769,0.166039,0.0181445,0.166039
"NC_036860.1",33590000,0.0501905,0.173762,0.018389,0.173762
"NC_036860.1",33600000,0.0383638,0.161293,0.009812,0.161293
"NC_036860.1",33610000,0,0.0553869,0,0.0553869
"NC_036860.1",33620000,0,0.0503259,0,0.0503259
"NC_036860.1",33630000,0,0.0182153,0,0.0182153
"NC_036860.1",33640000,0,0.0231881,0.0179703,0.0231881
"NC_036860.1",33650000,0,0.0267152,0.0106554,0.0267152
"NC_036860.1",33660000,0.0355117,0.124173,0,0.124173
"NC_036860.1",33670000,0,0.0452922,0,0.0452922
"NC_036860.1",33680000,0,0,0,0
"NC_036860.1",33690000,0,0,0,0
"NC_036860.1",33700000,0,0.0110243,0,0.0110243
"NC_036860.1",33710000,0,0.0127461,0,0.0127461
"NC_036860.1",33720000,0.0231954,0.0226975,0.00462886,0.0231954
"NC_036860.1",33730000,0.00881632,0.02033,0.00454511,0.02033
"NC_036860.1",33740000,0,0,0.0108207,0.0108207
"NC_036860.1",33750000,0,0,0.0205673,0.0205673
"NC_036860.1",33760000,0,0,0.0201455,0.0201455
"NC_036860.1",33770000,0,0,0.0244575,0.0244575
"NC_036860.1",33780000,0,0.000933708,0.034508,0.034508
"NC_036860.1",33790000,0,0,0.0306423,0.0306423
"NC_036860.1",33800000,0,0,0.0334987,0.0334987
"NC_036860.1",33810000,0,0,0.044903,0.044903
"NC_036860.1",33820000,0,0,0.0514157,0.0514157
"NC_036860.1",33830000,0,0,0.0490723,0.0490723
"NC_036860.1",33840000,0,0,0.0367681,0.0367681
"NC_036860.1",33850000,0,0,0.0573142,0.0573142
"NC_036860.1",33860000,0,0,0.0695985,0.0695985
"NC_036860.1",33870000,0,0,0.0560372,0.0560372
"NC_036860.1",33880000,0,0,0.0405103,0.0405103
"NC_036860.1",33890000,0.0147869,0,0.0305128,0.0305128
"NC_036860.1",33900000,0.0163898,0,0.024492,0.024492
"NC_036860.1",33910000,0.0163604,0,0.023364,0.023364
"NC_036860.1",33920000,0,0,0.0102757,0.0102757
"NC_036860.1",33930000,0.00877562,0,0.0138049,0.0138049
"NC_036860.1",33940000,0.0207529,0,0.0236704,0.0236704
"NC_036860.1",33950000,0.0147546,0,0.0135704,0.0147546
"NC_036860.1",33960000,0.00808957,0.00646175,0.0362758,0.0362758
"NC_036860.1",33970000,0,0,0.0408969,0.0408969
"NC_036860.1",33980000,0,0,0.0413254,0.0413254
"NC_036860.1",33990000,0,0,0.0534766,0.0534766
"NC_036860.1",3.4e+07,0,0,0.0494598,0.0494598
"NC_036860.1",34010000,0,0,0.0484915,0.0484915
"NC_036860.1",34020000,0,0,0.0803157,0.0803157
"NC_036860.1",34030000,0,0,0.0880972,0.0880972
"NC_036860.1",34040000,0,0,0.0315846,0.0315846
"NC_036860.1",34050000,0,0,0.0366195,0.0366195
"NC_036860.1",34060000,0,0,0.0288457,0.0288457
"NC_036860.1",34070000,0,0,0.0359524,0.0359524
"NC_036860.1",34080000,0,0,0.0320116,0.0320116
"NC_036860.1",34090000,0,0,0.0314322,0.0314322
"NC_036860.1",34100000,0,0.00499533,0.0316909,0.0316909
"NC_036860.1",34110000,0,0.00499533,0.0338578,0.0338578
"NC_036860.1",34120000,0,0,0.0622049,0.0622049
"NC_036860.1",34130000,0,0,0.162999,0.162999
"NC_036860.1",34140000,0,0,0.533475,0.533475
"NC_036860.1",34150000,0,0,0.523654,0.523654
"NC_036860.1",34160000,0,0,0.334789,0.334789
"NC_036860.1",34170000,0,0,0.342813,0.342813
"NC_036860.1",34180000,0,0,0.349455,0.349455
"NC_036860.1",34190000,0,0,0.361448,0.361448
"NC_036860.1",34200000,0.00850023,0,0.369802,0.369802
"NC_036860.1",34210000,0.00418743,0,0.386069,0.386069
"NC_036860.1",34220000,0.00516529,0,0.354602,0.354602
"NC_036860.1",34230000,0.0133812,0,0.317963,0.317963
"NC_036860.1",34240000,0.00431788,0,0.238034,0.238034
"NC_036860.1",34250000,0.00451692,0,0.230371,0.230371
"NC_036860.1",34260000,0.0172974,0,0.266442,0.266442
"NC_036860.1",34270000,0.00719851,0,0.258618,0.258618
"NC_036860.1",34280000,0.0082777,0,0.288004,0.288004
"NC_036860.1",34290000,0.00948197,0,0.2814,0.2814
"NC_036860.1",34300000,0,0,0.290716,0.290716
"NC_036860.1",34310000,0.00894356,0.0110549,0.267017,0.267017
"NC_036860.1",34320000,0,0.00159256,0.318133,0.318133
"NC_036860.1",34330000,0,0,0.351242,0.351242
"NC_036860.1",34340000,0.0094494,0,0.420239,0.420239
"NC_036860.1",34350000,0.00300375,0,0.395098,0.395098
"NC_036860.1",34360000,0.0126219,0,0.481494,0.481494
"NC_036860.1",34370000,0.0141044,0,0.49345,0.49345
"NC_036860.1",34380000,0.00785994,0,0.46405,0.46405
"NC_036860.1",34390000,0,0,0.373736,0.373736
"NC_036860.1",34400000,0.00177843,0.000305505,0.31422,0.31422
"NC_036860.1",34410000,0,0,0.274118,0.274118
"NC_036860.1",34420000,0,0.011067,0.239807,0.239807
"NC_036860.1",34430000,0,0.0251244,0.143843,0.143843
"NC_036860.1",34440000,0,0.0265723,0.14364,0.14364
"NC_036860.1",34450000,0.000813873,0.000986388,0.191885,0.191885
"NC_036860.1",34460000,0,0,0.123499,0.123499
"NC_036860.1",34470000,0,0,0.0161808,0.0161808
"NC_036860.1",34480000,0,0,0.00449134,0.00449134
"NC_036860.1",34490000,0,0,0,0
"NC_036860.1",34500000,0.00847347,0,0,0.00847347
"NC_036860.1",34510000,0.00888341,0,0,0.00888341
"NC_036860.1",34520000,0.016305,0,0,0.016305
"NC_036860.1",34530000,0.0176938,0,0,0.0176938
"NC_036860.1",34540000,0.0151325,0,0,0.0151325
"NC_036860.1",34550000,0.0145211,0,0,0.0145211
"NC_036860.1",34560000,0.00468325,0.00757939,0,0.00757939
"NC_036860.1",34570000,0,0.0549417,0,0.0549417
"NC_036860.1",34580000,0,0.0626948,0,0.0626948
"NC_036860.1",34590000,0.0116932,0.0616616,0,0.0616616
"NC_036860.1",34600000,0,0.0758288,0,0.0758288
"NC_036860.1",34610000,0,0.0656232,0.00777887,0.0656232
"NC_036860.1",34620000,0,0.0311344,0.0139911,0.0311344
"NC_036860.1",34630000,0,0.0272396,0.0138622,0.0272396
"NC_036860.1",34640000,0,0.0376839,0.0216192,0.0376839
"NC_036860.1",34650000,0,0.0377716,0.0260842,0.0377716
"NC_036860.1",34660000,0.0232961,0,0.0473852,0.0473852
"NC_036860.1",34670000,0.158711,0,0,0.158711
"NC_036860.1",34680000,0.117327,0,0.0353621,0.117327
"NC_036860.1",34690000,0.0513319,0,0.0962874,0.0962874
"NC_036860.1",34700000,0,0,0.127246,0.127246
"NC_036860.1",34710000,0,0,0.128522,0.128522
"NC_036860.1",34720000,0,0,0.139312,0.139312
"NC_036860.1",34730000,0,0,0.140339,0.140339
"NC_036860.1",34740000,0,0,0.143968,0.143968
"NC_036860.1",34750000,0,0,0.143087,0.143087
"NC_036860.1",34760000,0,0,0.168342,0.168342
"NC_036860.1",34770000,0,0.0419901,0.245565,0.245565
"NC_036860.1",34780000,0,0.0435946,0.24047,0.24047
"NC_036860.1",34790000,0,0.0378083,0.238931,0.238931
"NC_036860.1",34800000,0,0.0200539,0.244473,0.244473
"NC_036860.1",34810000,0,0.0142397,0.234307,0.234307
"NC_036860.1",34820000,0,0.0107683,0.154451,0.154451
"NC_036860.1",34830000,0,0.0128546,0.129037,0.129037
"NC_036860.1",34840000,0,0.01337,0.123977,0.123977
"NC_036860.1",34850000,0,0.0155447,0.123551,0.123551
"NC_036860.1",34860000,0,0.0138974,0.103885,0.103885
"NC_036860.1",34870000,0,0.0100001,0.081194,0.081194
"NC_036860.1",34880000,0,0.00403283,0.0368288,0.0368288
"NC_036860.1",34890000,0,0.00417545,0.0376066,0.0376066
"NC_036860.1",34900000,0,0.00718389,0.0463285,0.0463285
"NC_036860.1",34910000,0,0.00932183,0.0426516,0.0426516
"NC_036860.1",34920000,0,0.0208484,0.0691309,0.0691309
"NC_036860.1",34930000,0,0.0278214,0.132289,0.132289
"NC_036860.1",34940000,0,0.0288241,0.150708,0.150708
"NC_036860.1",34950000,0.0368789,0.00940418,0.129104,0.129104
"NC_036860.1",34960000,0.0636696,0.00630503,0.096057,0.096057
"NC_036860.1",34970000,0.0577608,0.00999245,0.090318,0.090318
"NC_036860.1",34980000,0.0584641,0,0.0745481,0.0745481
"NC_036860.1",34990000,0.0781567,0,0.0781582,0.0781582
"NC_036860.1",3.5e+07,0.102018,0,0.0359998,0.102018
"NC_036860.1",35010000,0.105834,0.00143098,0.0461306,0.105834
"NC_036860.1",35020000,0.13983,0,0.00833117,0.13983
"NC_036860.1",35030000,0.183979,0,0,0.183979
"NC_036860.1",35040000,0.186028,0,0,0.186028
"NC_036860.1",35050000,0.158258,0,0,0.158258
"NC_036860.1",35060000,0.145588,0,0,0.145588
"NC_036860.1",35070000,0.124119,0,0,0.124119
"NC_036860.1",35080000,0.128126,0,0,0.128126
"NC_036860.1",35090000,0.130349,0,0,0.130349
"NC_036860.1",35100000,0.111335,0,0,0.111335
"NC_036860.1",35110000,0.103922,0,0,0.103922
"NC_036860.1",35120000,0.060382,0,0.0118058,0.060382
"NC_036860.1",35130000,0.0286985,0,0.0127452,0.0286985
"NC_036860.1",35140000,0,0,0.00897802,0.00897802
"NC_036860.1",35150000,0,0,0.0124459,0.0124459
"NC_036860.1",35160000,0,0,0.045815,0.045815
"NC_036860.1",35170000,0,0,0.0644934,0.0644934
"NC_036860.1",35180000,0,0,0.0694848,0.0694848
"NC_036860.1",35190000,0,0,0.0644096,0.0644096
"NC_036860.1",35200000,0,0,0.0495081,0.0495081
"NC_036860.1",35210000,0,0,0.0462797,0.0462797
"NC_036860.1",35220000,0,0,0.0305325,0.0305325
"NC_036860.1",35230000,0,0,0.0276144,0.0276144
"NC_036860.1",35240000,0.0169225,0,0.0353584,0.0353584
"NC_036860.1",35250000,0.00588851,0,0.0317197,0.0317197
