"Name","NCBI","Length","CumLen","LG","LGlength"
"unplaced","NW_019952010.1",4556,2123056312,"LG40",653519791
"unplaced","NW_019952011.1",4554,2123060868,"LG40",653519791
"unplaced","NW_019952012.1",4553,2123065422,"LG40",653519791
"unplaced","NW_019952013.1",4553,2123069975,"LG40",653519791
"unplaced","NW_019952014.1",4551,2123074528,"LG40",653519791
"unplaced","NW_019952015.1",4551,2123079079,"LG40",653519791
"unplaced","NW_019952016.1",4549,2123083630,"LG40",653519791
"unplaced","NW_019952017.1",4548,2123088179,"LG40",653519791
"unplaced","NW_019952018.1",4547,2123092727,"LG40",653519791
"unplaced","NW_019952019.1",4540,2123097274,"LG40",653519791
"unplaced","NW_019952020.1",4539,2123101814,"LG40",653519791
"unplaced","NW_019952021.1",4537,2123106353,"LG40",653519791
"unplaced","NW_019952022.1",4536,2123110890,"LG40",653519791
"unplaced","NW_019952023.1",4536,2123115426,"LG40",653519791
"unplaced","NW_019952024.1",4535,2123119962,"LG40",653519791
"unplaced","NW_019952025.1",4528,2123124497,"LG40",653519791
"unplaced","NW_019952026.1",4524,2123129025,"LG40",653519791
"unplaced","NW_019952027.1",4520,2123133549,"LG40",653519791
"unplaced","NW_019952028.1",4518,2123138069,"LG40",653519791
"unplaced","NW_019952029.1",12732,2123142587,"LG40",653519791
"unplaced","NW_019952030.1",4512,2123155319,"LG40",653519791
"unplaced","NW_019952031.1",4511,2123159831,"LG40",653519791
"unplaced","NW_019952032.1",4511,2123164342,"LG40",653519791
"unplaced","NW_019952033.1",4510,2123168853,"LG40",653519791
"unplaced","NW_019952034.1",4509,2123173363,"LG40",653519791
"unplaced","NW_019952035.1",4509,2123177872,"LG40",653519791
"unplaced","NW_019952036.1",4508,2123182381,"LG40",653519791
"unplaced","NW_019952037.1",4508,2123186889,"LG40",653519791
"unplaced","NW_019952038.1",4507,2123191397,"LG40",653519791
"unplaced","NW_019952039.1",4506,2123195904,"LG40",653519791
"unplaced","NW_019952040.1",7818,2123200410,"LG40",653519791
"unplaced","NW_019952041.1",4501,2123208228,"LG40",653519791
"unplaced","NW_019952042.1",4496,2123212729,"LG40",653519791
"unplaced","NW_019952043.1",4495,2123217225,"LG40",653519791
"unplaced","NW_019952044.1",4495,2123221720,"LG40",653519791
"unplaced","NW_019952045.1",4492,2123226215,"LG40",653519791
"unplaced","NW_019952046.1",4492,2123230707,"LG40",653519791
"unplaced","NW_019952047.1",9250,2123235199,"LG40",653519791
"unplaced","NW_019952048.1",4478,2123244449,"LG40",653519791
"unplaced","NW_019952049.1",4478,2123248927,"LG40",653519791
"unplaced","NW_019952050.1",4477,2123253405,"LG40",653519791
"unplaced","NW_019952051.1",4477,2123257882,"LG40",653519791
"unplaced","NW_019952052.1",4467,2123262359,"LG40",653519791
"unplaced","NW_019952053.1",9216,2123266826,"LG40",653519791
"unplaced","NW_019952054.1",9902,2123276042,"LG40",653519791
"unplaced","NW_019952055.1",4461,2123285944,"LG40",653519791
"unplaced","NW_019952056.1",4458,2123290405,"LG40",653519791
"unplaced","NW_019952057.1",4458,2123294863,"LG40",653519791
"unplaced","NW_019952058.1",4457,2123299321,"LG40",653519791
"unplaced","NW_019952059.1",4455,2123303778,"LG40",653519791
"unplaced","NW_019952060.1",4454,2123308233,"LG40",653519791
"unplaced","NW_019952061.1",4451,2123312687,"LG40",653519791
"unplaced","NW_019952062.1",4448,2123317138,"LG40",653519791
"unplaced","NW_019952063.1",17391,2123321586,"LG40",653519791
"unplaced","NW_019952064.1",4441,2123338977,"LG40",653519791
"unplaced","NW_019952065.1",4439,2123343418,"LG40",653519791
"unplaced","NW_019952066.1",4435,2123347857,"LG40",653519791
"unplaced","NW_019952067.1",4434,2123352292,"LG40",653519791
"unplaced","NW_019952068.1",4433,2123356726,"LG40",653519791
"unplaced","NW_019952069.1",4433,2123361159,"LG40",653519791
"unplaced","NW_019952070.1",4432,2123365592,"LG40",653519791
"unplaced","NW_019952071.1",4432,2123370024,"LG40",653519791
"unplaced","NW_019952072.1",4429,2123374456,"LG40",653519791
"unplaced","NW_019952073.1",4427,2123378885,"LG40",653519791
"unplaced","NW_019952074.1",4422,2123383312,"LG40",653519791
"unplaced","NW_019952075.1",4421,2123387734,"LG40",653519791
"unplaced","NW_019952076.1",4417,2123392155,"LG40",653519791
"unplaced","NW_019952077.1",9862,2123396572,"LG40",653519791
"unplaced","NW_019952078.1",4415,2123406434,"LG40",653519791
"unplaced","NW_019952079.1",4411,2123410849,"LG40",653519791
"unplaced","NW_019952080.1",4410,2123415260,"LG40",653519791
"unplaced","NW_019952081.1",4410,2123419670,"LG40",653519791
"unplaced","NW_019952082.1",4409,2123424080,"LG40",653519791
"unplaced","NW_019952083.1",4406,2123428489,"LG40",653519791
"unplaced","NW_019952084.1",4404,2123432895,"LG40",653519791
"unplaced","NW_019952085.1",4400,2123437299,"LG40",653519791
"unplaced","NW_019952086.1",4399,2123441699,"LG40",653519791
"unplaced","NW_019952087.1",4398,2123446098,"LG40",653519791
"unplaced","NW_019952088.1",8659,2123450496,"LG40",653519791
"unplaced","NW_019952089.1",4394,2123459155,"LG40",653519791
"unplaced","NW_019952090.1",4393,2123463549,"LG40",653519791
"unplaced","NW_019952091.1",4392,2123467942,"LG40",653519791
"unplaced","NW_019952092.1",4392,2123472334,"LG40",653519791
"unplaced","NW_019952093.1",4389,2123476726,"LG40",653519791
"unplaced","NW_019952094.1",4387,2123481115,"LG40",653519791
"unplaced","NW_019952095.1",4383,2123485502,"LG40",653519791
"unplaced","NW_019952096.1",4380,2123489885,"LG40",653519791
"unplaced","NW_019952097.1",4379,2123494265,"LG40",653519791
"unplaced","NW_019952098.1",4376,2123498644,"LG40",653519791
"unplaced","NW_019952099.1",4376,2123503020,"LG40",653519791
"unplaced","NW_019952100.1",4375,2123507396,"LG40",653519791
"unplaced","NW_019952101.1",4374,2123511771,"LG40",653519791
"unplaced","NW_019952102.1",4372,2123516145,"LG40",653519791
"unplaced","NW_019952103.1",4363,2123520517,"LG40",653519791
"unplaced","NW_019952104.1",4362,2123524880,"LG40",653519791
"unplaced","NW_019952105.1",4358,2123529242,"LG40",653519791
"unplaced","NW_019952106.1",4357,2123533600,"LG40",653519791
"unplaced","NW_019952107.1",4351,2123537957,"LG40",653519791
"unplaced","NW_019952108.1",4351,2123542308,"LG40",653519791
"unplaced","NW_019952109.1",4351,2123546659,"LG40",653519791
"unplaced","NW_019952110.1",4351,2123551010,"LG40",653519791
"unplaced","NW_019952111.1",4348,2123555361,"LG40",653519791
"unplaced","NW_019952112.1",4344,2123559709,"LG40",653519791
"unplaced","NW_019952113.1",4342,2123564053,"LG40",653519791
"unplaced","NW_019952114.1",4341,2123568395,"LG40",653519791
"unplaced","NW_019952115.1",4339,2123572736,"LG40",653519791
"unplaced","NW_019952116.1",4338,2123577075,"LG40",653519791
"unplaced","NW_019952117.1",4335,2123581413,"LG40",653519791
"unplaced","NW_019952118.1",4334,2123585748,"LG40",653519791
"unplaced","NW_019952119.1",5344,2123590082,"LG40",653519791
"unplaced","NW_019952120.1",4334,2123595426,"LG40",653519791
"unplaced","NW_019952121.1",4334,2123599760,"LG40",653519791
"unplaced","NW_019952122.1",4333,2123604094,"LG40",653519791
"unplaced","NW_019952123.1",13202,2123608427,"LG40",653519791
"unplaced","NW_019952124.1",4328,2123621629,"LG40",653519791
"unplaced","NW_019952125.1",4327,2123625957,"LG40",653519791
"unplaced","NW_019952126.1",4324,2123630284,"LG40",653519791
"unplaced","NW_019952127.1",8463,2123634608,"LG40",653519791
"unplaced","NW_019952128.1",4322,2123643071,"LG40",653519791
"unplaced","NW_019952129.1",4321,2123647393,"LG40",653519791
"unplaced","NW_019952130.1",4318,2123651714,"LG40",653519791
"unplaced","NW_019952131.1",4318,2123656032,"LG40",653519791
"unplaced","NW_019952132.1",4307,2123660350,"LG40",653519791
"unplaced","NW_019952133.1",10430,2123664657,"LG40",653519791
"unplaced","NW_019952134.1",4305,2123675087,"LG40",653519791
"unplaced","NW_019952135.1",4300,2123679392,"LG40",653519791
"unplaced","NW_019952136.1",4300,2123683692,"LG40",653519791
"unplaced","NW_019952137.1",4300,2123687992,"LG40",653519791
"unplaced","NW_019952138.1",4297,2123692292,"LG40",653519791
"unplaced","NW_019952139.1",4295,2123696589,"LG40",653519791
"unplaced","NW_019952140.1",4291,2123700884,"LG40",653519791
"unplaced","NW_019952141.1",4287,2123705175,"LG40",653519791
"unplaced","NW_019952142.1",4279,2123709462,"LG40",653519791
"unplaced","NW_019952143.1",4279,2123713741,"LG40",653519791
"unplaced","NW_019952144.1",4276,2123718020,"LG40",653519791
"unplaced","NW_019952145.1",4274,2123722296,"LG40",653519791
"unplaced","NW_019952146.1",4272,2123726570,"LG40",653519791
"unplaced","NW_019952147.1",4267,2123730842,"LG40",653519791
"unplaced","NW_019952148.1",4267,2123735109,"LG40",653519791
"unplaced","NW_019952149.1",4265,2123739376,"LG40",653519791
"unplaced","NW_019952150.1",4255,2123743641,"LG40",653519791
"unplaced","NW_019952151.1",4254,2123747896,"LG40",653519791
"unplaced","NW_019952152.1",4253,2123752150,"LG40",653519791
"unplaced","NW_019952153.1",4253,2123756403,"LG40",653519791
"unplaced","NW_019952154.1",4251,2123760656,"LG40",653519791
"unplaced","NW_019952155.1",4247,2123764907,"LG40",653519791
"unplaced","NW_019952156.1",4246,2123769154,"LG40",653519791
"unplaced","NW_019952157.1",4243,2123773400,"LG40",653519791
"unplaced","NW_019952158.1",4241,2123777643,"LG40",653519791
"unplaced","NW_019952159.1",4241,2123781884,"LG40",653519791
"unplaced","NW_019952160.1",6395,2123786125,"LG40",653519791
"unplaced","NW_019952161.1",4240,2123792520,"LG40",653519791
"unplaced","NW_019952162.1",8633,2123796760,"LG40",653519791
"unplaced","NW_019952163.1",4235,2123805393,"LG40",653519791
"unplaced","NW_019952164.1",4234,2123809628,"LG40",653519791
"unplaced","NW_019952165.1",4233,2123813862,"LG40",653519791
"unplaced","NW_019952166.1",4233,2123818095,"LG40",653519791
"unplaced","NW_019952167.1",4229,2123822328,"LG40",653519791
"unplaced","NW_019952168.1",4229,2123826557,"LG40",653519791
"unplaced","NW_019952169.1",4228,2123830786,"LG40",653519791
"unplaced","NW_019952170.1",4227,2123835014,"LG40",653519791
"unplaced","NW_019952171.1",4226,2123839241,"LG40",653519791
"unplaced","NW_019952172.1",4222,2123843467,"LG40",653519791
"unplaced","NW_019952173.1",4220,2123847689,"LG40",653519791
"unplaced","NW_019952174.1",7919,2123851909,"LG40",653519791
"unplaced","NW_019952175.1",7258,2123859828,"LG40",653519791
"unplaced","NW_019952176.1",4217,2123867086,"LG40",653519791
"unplaced","NW_019952177.1",4215,2123871303,"LG40",653519791
"unplaced","NW_019952178.1",4212,2123875518,"LG40",653519791
"unplaced","NW_019952179.1",4207,2123879730,"LG40",653519791
"unplaced","NW_019952180.1",4206,2123883937,"LG40",653519791
"unplaced","NW_019952181.1",4204,2123888143,"LG40",653519791
"unplaced","NW_019952182.1",4203,2123892347,"LG40",653519791
"unplaced","NW_019952183.1",4202,2123896550,"LG40",653519791
"unplaced","NW_019952184.1",4196,2123900752,"LG40",653519791
"unplaced","NW_019952185.1",4196,2123904948,"LG40",653519791
"unplaced","NW_019952186.1",4195,2123909144,"LG40",653519791
"unplaced","NW_019952187.1",4194,2123913339,"LG40",653519791
"unplaced","NW_019952188.1",4191,2123917533,"LG40",653519791
"unplaced","NW_019952189.1",4189,2123921724,"LG40",653519791
"unplaced","NW_019952190.1",4187,2123925913,"LG40",653519791
"unplaced","NW_019952191.1",4181,2123930100,"LG40",653519791
"unplaced","NW_019952192.1",4180,2123934281,"LG40",653519791
"unplaced","NW_019952193.1",4179,2123938461,"LG40",653519791
"unplaced","NW_019952194.1",4177,2123942640,"LG40",653519791
"unplaced","NW_019952195.1",4176,2123946817,"LG40",653519791
"unplaced","NW_019952196.1",4176,2123950993,"LG40",653519791
"unplaced","NW_019952197.1",4172,2123955169,"LG40",653519791
"unplaced","NW_019952198.1",4167,2123959341,"LG40",653519791
"unplaced","NW_019952199.1",4167,2123963508,"LG40",653519791
"unplaced","NW_019952200.1",4162,2123967675,"LG40",653519791
"unplaced","NW_019952201.1",4158,2123971837,"LG40",653519791
"unplaced","NW_019952202.1",4157,2123975995,"LG40",653519791
"unplaced","NW_019952203.1",4154,2123980152,"LG40",653519791
"unplaced","NW_019952204.1",4149,2123984306,"LG40",653519791
"unplaced","NW_019952205.1",4146,2123988455,"LG40",653519791
"unplaced","NW_019952206.1",4146,2123992601,"LG40",653519791
"unplaced","NW_019952207.1",4143,2123996747,"LG40",653519791
"unplaced","NW_019952208.1",4143,2124000890,"LG40",653519791
"unplaced","NW_019952209.1",4140,2124005033,"LG40",653519791
"unplaced","NW_019952210.1",4139,2124009173,"LG40",653519791
"unplaced","NW_019952211.1",4138,2124013312,"LG40",653519791
"unplaced","NW_019952212.1",4136,2124017450,"LG40",653519791
"unplaced","NW_019952213.1",4133,2124021586,"LG40",653519791
"unplaced","NW_019952214.1",4133,2124025719,"LG40",653519791
"unplaced","NW_019952215.1",4132,2124029852,"LG40",653519791
"unplaced","NW_019952216.1",4128,2124033984,"LG40",653519791
"unplaced","NW_019952217.1",4127,2124038112,"LG40",653519791
"unplaced","NW_019952218.1",8896,2124042239,"LG40",653519791
"unplaced","NW_019952219.1",4123,2124051135,"LG40",653519791
"unplaced","NW_019952220.1",4117,2124055258,"LG40",653519791
"unplaced","NW_019952221.1",4117,2124059375,"LG40",653519791
"unplaced","NW_019952222.1",4115,2124063492,"LG40",653519791
"unplaced","NW_019952223.1",4114,2124067607,"LG40",653519791
"unplaced","NW_019952224.1",4109,2124071721,"LG40",653519791
"unplaced","NW_019952225.1",8366,2124075830,"LG40",653519791
"unplaced","NW_019952226.1",4108,2124084196,"LG40",653519791
"unplaced","NW_019952227.1",4108,2124088304,"LG40",653519791
"unplaced","NW_019952228.1",4108,2124092412,"LG40",653519791
"unplaced","NW_019952229.1",12391,2124096520,"LG40",653519791
"unplaced","NW_019952230.1",4102,2124108911,"LG40",653519791
"unplaced","NW_019952231.1",16301,2124113013,"LG40",653519791
"unplaced","NW_019952232.1",4101,2124129314,"LG40",653519791
"unplaced","NW_019952233.1",4100,2124133415,"LG40",653519791
"unplaced","NW_019952234.1",4099,2124137515,"LG40",653519791
"unplaced","NW_019952235.1",4098,2124141614,"LG40",653519791
"unplaced","NW_019952236.1",4098,2124145712,"LG40",653519791
"unplaced","NW_019952237.1",4097,2124149810,"LG40",653519791
"unplaced","NW_019952238.1",4095,2124153907,"LG40",653519791
"unplaced","NW_019952239.1",4090,2124158002,"LG40",653519791
"unplaced","NW_019952240.1",4088,2124162092,"LG40",653519791
"unplaced","NW_019952241.1",4088,2124166180,"LG40",653519791
"unplaced","NW_019952242.1",4086,2124170268,"LG40",653519791
"unplaced","NW_019952243.1",4085,2124174354,"LG40",653519791
"unplaced","NW_019952244.1",4084,2124178439,"LG40",653519791
"unplaced","NW_019952245.1",4080,2124182523,"LG40",653519791
"unplaced","NW_019952246.1",4076,2124186603,"LG40",653519791
"unplaced","NW_019952247.1",5191,2124190679,"LG40",653519791
"unplaced","NW_019952248.1",4074,2124195870,"LG40",653519791
"unplaced","NW_019952249.1",4073,2124199944,"LG40",653519791
"unplaced","NW_019952250.1",4073,2124204017,"LG40",653519791
"unplaced","NW_019952251.1",4072,2124208090,"LG40",653519791
"unplaced","NW_019952252.1",4070,2124212162,"LG40",653519791
"unplaced","NW_019952253.1",4070,2124216232,"LG40",653519791
"unplaced","NW_019952254.1",4069,2124220302,"LG40",653519791
"unplaced","NW_019952255.1",4067,2124224371,"LG40",653519791
"unplaced","NW_019952256.1",4066,2124228438,"LG40",653519791
"unplaced","NW_019952257.1",4066,2124232504,"LG40",653519791
"unplaced","NW_019952258.1",4064,2124236570,"LG40",653519791
"unplaced","NW_019952259.1",4057,2124240634,"LG40",653519791
"unplaced","NW_019952260.1",4055,2124244691,"LG40",653519791
"unplaced","NW_019952261.1",4053,2124248746,"LG40",653519791
"unplaced","NW_019952262.1",4051,2124252799,"LG40",653519791
"unplaced","NW_019952263.1",4049,2124256850,"LG40",653519791
"unplaced","NW_019952264.1",12094,2124260899,"LG40",653519791
"unplaced","NW_019952265.1",4037,2124272993,"LG40",653519791
"unplaced","NW_019952266.1",4034,2124277030,"LG40",653519791
"unplaced","NW_019952267.1",4032,2124281064,"LG40",653519791
"unplaced","NW_019952268.1",4030,2124285096,"LG40",653519791
"unplaced","NW_019952269.1",4030,2124289126,"LG40",653519791
"unplaced","NW_019952270.1",4029,2124293156,"LG40",653519791
"unplaced","NW_019952271.1",4027,2124297185,"LG40",653519791
"unplaced","NW_019952272.1",4021,2124301212,"LG40",653519791
"unplaced","NW_019952273.1",4018,2124305233,"LG40",653519791
"unplaced","NW_019952274.1",4017,2124309251,"LG40",653519791
"unplaced","NW_019952275.1",4017,2124313268,"LG40",653519791
"unplaced","NW_019952276.1",4016,2124317285,"LG40",653519791
"unplaced","NW_019952277.1",4015,2124321301,"LG40",653519791
"unplaced","NW_019952278.1",4012,2124325316,"LG40",653519791
"unplaced","NW_019952279.1",4011,2124329328,"LG40",653519791
"unplaced","NW_019952280.1",4011,2124333339,"LG40",653519791
"unplaced","NW_019952281.1",4008,2124337350,"LG40",653519791
"unplaced","NW_019952282.1",4008,2124341358,"LG40",653519791
"unplaced","NW_019952283.1",4008,2124345366,"LG40",653519791
"unplaced","NW_019952284.1",4007,2124349374,"LG40",653519791
"unplaced","NW_019952285.1",6370,2124353381,"LG40",653519791
"unplaced","NW_019952286.1",4005,2124359751,"LG40",653519791
"unplaced","NW_019952287.1",4004,2124363756,"LG40",653519791
"unplaced","NW_019952288.1",4004,2124367760,"LG40",653519791
"unplaced","NW_019952289.1",10511,2124371764,"LG40",653519791
"unplaced","NW_019952290.1",4002,2124382275,"LG40",653519791
"unplaced","NW_019952291.1",4002,2124386277,"LG40",653519791
"unplaced","NW_019952292.1",4001,2124390279,"LG40",653519791
"unplaced","NW_019952293.1",4000,2124394280,"LG40",653519791
"unplaced","NW_019952294.1",3998,2124398280,"LG40",653519791
"unplaced","NW_019952295.1",3996,2124402278,"LG40",653519791
"unplaced","NW_019952296.1",3992,2124406274,"LG40",653519791
"unplaced","NW_019952297.1",3990,2124410266,"LG40",653519791
"unplaced","NW_019952298.1",3990,2124414256,"LG40",653519791
"unplaced","NW_019952299.1",3989,2124418246,"LG40",653519791
"unplaced","NW_019952300.1",3988,2124422235,"LG40",653519791
"unplaced","NW_019952301.1",3988,2124426223,"LG40",653519791
"unplaced","NW_019952302.1",3987,2124430211,"LG40",653519791
"unplaced","NW_019952303.1",3984,2124434198,"LG40",653519791
"unplaced","NW_019952304.1",3980,2124438182,"LG40",653519791
"unplaced","NW_019952305.1",3978,2124442162,"LG40",653519791
"unplaced","NW_019952306.1",3974,2124446140,"LG40",653519791
"unplaced","NW_019952307.1",3972,2124450114,"LG40",653519791
"unplaced","NW_019952308.1",3972,2124454086,"LG40",653519791
"unplaced","NW_019952309.1",10832,2124458058,"LG40",653519791
"unplaced","NW_019952310.1",3971,2124468890,"LG40",653519791
"unplaced","NW_019952311.1",3971,2124472861,"LG40",653519791
"unplaced","NW_019952312.1",3970,2124476832,"LG40",653519791
"unplaced","NW_019952313.1",6701,2124480802,"LG40",653519791
"unplaced","NW_019952314.1",3968,2124487503,"LG40",653519791
"unplaced","NW_019952315.1",3963,2124491471,"LG40",653519791
"unplaced","NW_019952316.1",3959,2124495434,"LG40",653519791
"unplaced","NW_019952317.1",3957,2124499393,"LG40",653519791
"unplaced","NW_019952318.1",3954,2124503350,"LG40",653519791
"unplaced","NW_019952319.1",3954,2124507304,"LG40",653519791
"unplaced","NW_019952320.1",3952,2124511258,"LG40",653519791
"unplaced","NW_019952321.1",3950,2124515210,"LG40",653519791
"unplaced","NW_019952322.1",3950,2124519160,"LG40",653519791
"unplaced","NW_019952323.1",3949,2124523110,"LG40",653519791
"unplaced","NW_019952324.1",3948,2124527059,"LG40",653519791
"unplaced","NW_019952325.1",3945,2124531007,"LG40",653519791
"unplaced","NW_019952326.1",3941,2124534952,"LG40",653519791
"unplaced","NW_019952327.1",3939,2124538893,"LG40",653519791
"unplaced","NW_019952328.1",3936,2124542832,"LG40",653519791
"unplaced","NW_019952329.1",3933,2124546768,"LG40",653519791
"unplaced","NW_019952330.1",3932,2124550701,"LG40",653519791
"unplaced","NW_019952331.1",3930,2124554633,"LG40",653519791
"unplaced","NW_019952332.1",3930,2124558563,"LG40",653519791
"unplaced","NW_019952333.1",6526,2124562493,"LG40",653519791
"unplaced","NW_019952334.1",3926,2124569019,"LG40",653519791
"unplaced","NW_019952335.1",3925,2124572945,"LG40",653519791
"unplaced","NW_019952336.1",3924,2124576870,"LG40",653519791
"unplaced","NW_019952337.1",3921,2124580794,"LG40",653519791
"unplaced","NW_019952338.1",3919,2124584715,"LG40",653519791
"unplaced","NW_019952339.1",3919,2124588634,"LG40",653519791
"unplaced","NW_019952340.1",3918,2124592553,"LG40",653519791
"unplaced","NW_019952341.1",3917,2124596471,"LG40",653519791
"unplaced","NW_019952342.1",3917,2124600388,"LG40",653519791
"unplaced","NW_019952343.1",3916,2124604305,"LG40",653519791
"unplaced","NW_019952344.1",3911,2124608221,"LG40",653519791
"unplaced","NW_019952345.1",3910,2124612132,"LG40",653519791
"unplaced","NW_019952346.1",3909,2124616042,"LG40",653519791
"unplaced","NW_019952347.1",3909,2124619951,"LG40",653519791
"unplaced","NW_019952348.1",3908,2124623860,"LG40",653519791
"unplaced","NW_019952349.1",3906,2124627768,"LG40",653519791
"unplaced","NW_019952350.1",3905,2124631674,"LG40",653519791
"unplaced","NW_019952351.1",3903,2124635579,"LG40",653519791
"unplaced","NW_019952352.1",3901,2124639482,"LG40",653519791
"unplaced","NW_019952353.1",3900,2124643383,"LG40",653519791
"unplaced","NW_019952354.1",3897,2124647283,"LG40",653519791
"unplaced","NW_019952355.1",3895,2124651180,"LG40",653519791
"unplaced","NW_019952356.1",3894,2124655075,"LG40",653519791
"unplaced","NW_019952357.1",3894,2124658969,"LG40",653519791
"unplaced","NW_019952358.1",3893,2124662863,"LG40",653519791
"unplaced","NW_019952359.1",3892,2124666756,"LG40",653519791
"unplaced","NW_019952360.1",3891,2124670648,"LG40",653519791
"unplaced","NW_019952361.1",3891,2124674539,"LG40",653519791
"unplaced","NW_019952362.1",3891,2124678430,"LG40",653519791
"unplaced","NW_019952363.1",3889,2124682321,"LG40",653519791
"unplaced","NW_019952364.1",3889,2124686210,"LG40",653519791
"unplaced","NW_019952365.1",3888,2124690099,"LG40",653519791
"unplaced","NW_019952366.1",3887,2124693987,"LG40",653519791
"unplaced","NW_019952367.1",3887,2124697874,"LG40",653519791
"unplaced","NW_019952368.1",3887,2124701761,"LG40",653519791
"unplaced","NW_019952369.1",3887,2124705648,"LG40",653519791
"unplaced","NW_019952370.1",7585,2124709535,"LG40",653519791
"unplaced","NW_019952371.1",3884,2124717120,"LG40",653519791
"unplaced","NW_019952372.1",3879,2124721004,"LG40",653519791
"unplaced","NW_019952373.1",3879,2124724883,"LG40",653519791
"unplaced","NW_019952374.1",3877,2124728762,"LG40",653519791
"unplaced","NW_019952375.1",3876,2124732639,"LG40",653519791
"unplaced","NW_019952376.1",3874,2124736515,"LG40",653519791
"unplaced","NW_019952377.1",3874,2124740389,"LG40",653519791
"unplaced","NW_019952378.1",3872,2124744263,"LG40",653519791
"unplaced","NW_019952379.1",3867,2124748135,"LG40",653519791
"unplaced","NW_019952380.1",3867,2124752002,"LG40",653519791
"unplaced","NW_019952381.1",3866,2124755869,"LG40",653519791
"unplaced","NW_019952382.1",3864,2124759735,"LG40",653519791
"unplaced","NW_019952383.1",3862,2124763599,"LG40",653519791
"unplaced","NW_019952384.1",3860,2124767461,"LG40",653519791
"unplaced","NW_019952385.1",3859,2124771321,"LG40",653519791
"unplaced","NW_019952386.1",3858,2124775180,"LG40",653519791
"unplaced","NW_019952387.1",3857,2124779038,"LG40",653519791
"unplaced","NW_019952388.1",3856,2124782895,"LG40",653519791
"unplaced","NW_019952389.1",3856,2124786751,"LG40",653519791
"unplaced","NW_019952390.1",3854,2124790607,"LG40",653519791
"unplaced","NW_019952391.1",3853,2124794461,"LG40",653519791
"unplaced","NW_019952392.1",3853,2124798314,"LG40",653519791
"unplaced","NW_019952393.1",3852,2124802167,"LG40",653519791
"unplaced","NW_019952394.1",3852,2124806019,"LG40",653519791
"unplaced","NW_019952395.1",3852,2124809871,"LG40",653519791
"unplaced","NW_019952396.1",3851,2124813723,"LG40",653519791
"unplaced","NW_019952397.1",3851,2124817574,"LG40",653519791
"unplaced","NW_019952398.1",3849,2124821425,"LG40",653519791
"unplaced","NW_019952399.1",3846,2124825274,"LG40",653519791
"unplaced","NW_019952400.1",3843,2124829120,"LG40",653519791
"unplaced","NW_019952401.1",3840,2124832963,"LG40",653519791
"unplaced","NW_019952402.1",3838,2124836803,"LG40",653519791
"unplaced","NW_019952403.1",3837,2124840641,"LG40",653519791
"unplaced","NW_019952404.1",3837,2124844478,"LG40",653519791
"unplaced","NW_019952405.1",3837,2124848315,"LG40",653519791
"unplaced","NW_019952406.1",3837,2124852152,"LG40",653519791
"unplaced","NW_019952407.1",3830,2124855989,"LG40",653519791
"unplaced","NW_019952408.1",3829,2124859819,"LG40",653519791
"unplaced","NW_019952409.1",3826,2124863648,"LG40",653519791
"unplaced","NW_019952410.1",3824,2124867474,"LG40",653519791
"unplaced","NW_019952411.1",3823,2124871298,"LG40",653519791
"unplaced","NW_019952412.1",3821,2124875121,"LG40",653519791
"unplaced","NW_019952413.1",3815,2124878942,"LG40",653519791
"unplaced","NW_019952414.1",3814,2124882757,"LG40",653519791
"unplaced","NW_019952415.1",3813,2124886571,"LG40",653519791
"unplaced","NW_019952416.1",3813,2124890384,"LG40",653519791
"unplaced","NW_019952417.1",3813,2124894197,"LG40",653519791
"unplaced","NW_019952418.1",3812,2124898010,"LG40",653519791
"unplaced","NW_019952419.1",3811,2124901822,"LG40",653519791
"unplaced","NW_019952420.1",3809,2124905633,"LG40",653519791
"unplaced","NW_019952421.1",3807,2124909442,"LG40",653519791
"unplaced","NW_019952422.1",3801,2124913249,"LG40",653519791
"unplaced","NW_019952423.1",3800,2124917050,"LG40",653519791
"unplaced","NW_019952424.1",3798,2124920850,"LG40",653519791
"unplaced","NW_019952425.1",13316,2124924648,"LG40",653519791
"unplaced","NW_019952426.1",3797,2124937964,"LG40",653519791
"unplaced","NW_019952427.1",3796,2124941761,"LG40",653519791
"unplaced","NW_019952428.1",3795,2124945557,"LG40",653519791
"unplaced","NW_019952429.1",3794,2124949352,"LG40",653519791
"unplaced","NW_019952430.1",3793,2124953146,"LG40",653519791
"unplaced","NW_019952431.1",3792,2124956939,"LG40",653519791
"unplaced","NW_019952432.1",7100,2124960731,"LG40",653519791
"unplaced","NW_019952433.1",3790,2124967831,"LG40",653519791
"unplaced","NW_019952434.1",3788,2124971621,"LG40",653519791
"unplaced","NW_019952435.1",3786,2124975409,"LG40",653519791
"unplaced","NW_019952436.1",3785,2124979195,"LG40",653519791
"unplaced","NW_019952437.1",3784,2124982980,"LG40",653519791
"unplaced","NW_019952438.1",3782,2124986764,"LG40",653519791
"unplaced","NW_019952439.1",3782,2124990546,"LG40",653519791
"unplaced","NW_019952440.1",3781,2124994328,"LG40",653519791
"unplaced","NW_019952441.1",3778,2124998109,"LG40",653519791
"unplaced","NW_019952442.1",3777,2125001887,"LG40",653519791
"unplaced","NW_019952443.1",3774,2125005664,"LG40",653519791
"unplaced","NW_019952444.1",3771,2125009438,"LG40",653519791
"unplaced","NW_019952445.1",3769,2125013209,"LG40",653519791
